StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SDS_1,SDS_2,SDS_3,SDS_4,SDS_5,SDS_6,SDS_7,SDS_8,SDS_9,SDS_10,SDS_11,SDS_12,SDS_13,SDS_14,SDS_15
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3wQKKMBWLlMihZX,,,,,48.44960022,-123.302597,test,,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_4SjomjM53Wb7b0N,,,,,48.44960022,-123.302597,test,,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8GjdTUJwmJGKL8p,,,,,48.44960022,-123.302597,test,,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_ekupTA3SD0vLLZr,,,,,48.44960022,-123.302597,test,,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2lsLJ192f1FaDyt,,,,,48.44960022,-123.302597,test,,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3jRU0bsQEzMX8Nf,,,,,48.44960022,-123.302597,test,,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3vBrVTmma2JkvAN,,,,,48.44960022,-123.302597,test,,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2bJHioW7HXSIDXf,,,,,48.44960022,-123.302597,test,,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3qFl0ndYeSlalfv,,,,,48.44960022,-123.302597,test,,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_dhXuz3ivhKslI0d,,,,,48.44960022,-123.302597,test,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3wObRi4dwC7XgKp,,,,,48.44960022,-123.302597,test,,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9Gq10NUuGyfRN2d,,,,,48.44960022,-123.302597,test,,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0q461LgvilZKCz3,,,,,48.44960022,-123.302597,test,,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_bQN5xVHwSZRkEnj,,,,,48.44960022,-123.302597,test,,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6hetkXxCNELCExT,,,,,48.44960022,-123.302597,test,,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_dhjexM9CHlSGfPf,,,,,48.44960022,-123.302597,test,,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_552Ac9rZeXSOo4d,,,,,48.44960022,-123.302597,test,,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_08Hdf8mOmS3Q4Tz,,,,,48.44960022,-123.302597,test,,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_cu9dRDIjyTdqGBn,,,,,48.44960022,-123.302597,test,,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9RgLosiukaUF5QN,,,,,48.44960022,-123.302597,test,,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_eas1GhWib91Cixf,,,,,48.44960022,-123.302597,test,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2rCRDGOdUfWVGQt,,,,,48.44960022,-123.302597,test,,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_bddOprwJlbzVqaV,,,,,48.44960022,-123.302597,test,,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9st3h1q9AFc5NS5,,,,,48.44960022,-123.302597,test,,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9ESXIwcuUcQdtkN,,,,,48.44960022,-123.302597,test,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0Ie7nR9UkotIbC5,,,,,48.44960022,-123.302597,test,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_cBUNemeyj2oQpcF,,,,,48.44960022,-123.302597,test,,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_egF6wYUBzmom8Tj,,,,,48.44960022,-123.302597,test,,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_5cjqErm46N0N3wN,,,,,48.44960022,-123.302597,test,,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_eJ8kUvC1V8RP2Xb,,,,,48.44960022,-123.302597,test,,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_4Ux3b6OxyCeGjfn,,,,,48.44960022,-123.302597,test,,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2l8Zvulp2QAvtvn,,,,,48.44960022,-123.302597,test,,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_bEmsABCKXb3HauN,,,,,48.44960022,-123.302597,test,,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_em5ngUqdT6VMdp3,,,,,48.44960022,-123.302597,test,,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3xcNkY14FU1NW4J,,,,,48.44960022,-123.302597,test,,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8xkoWD02y94GrS5,,,,,48.44960022,-123.302597,test,,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6umoSHlnZ047pQh,,,,,48.44960022,-123.302597,test,,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_1NXyvNRYJC07cKV,,,,,48.44960022,-123.302597,test,,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_eOLZJFSIoXCqWA5,,,,,48.44960022,-123.302597,test,,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_b9tkl5Obu9Rk2WN,,,,,48.44960022,-123.302597,test,,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6RSDFFQ6IQDNp4h,,,,,48.44960022,-123.302597,test,,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0DsEIAXOwukfN09,,,,,48.44960022,-123.302597,test,,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_aaDAcUJVFiZwANn,,,,,48.44960022,-123.302597,test,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3WCuGi9JjoTx8oZ,,,,,48.44960022,-123.302597,test,,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6SsQIBpuWbh3rdH,,,,,48.44960022,-123.302597,test,,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8iigyn7SHAWv7Zb,,,,,48.44960022,-123.302597,test,,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0BvUhjHbRiTQnWt,,,,,48.44960022,-123.302597,test,,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_7NCpEUgKfqerto9,,,,,48.44960022,-123.302597,test,,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,1,1,2019-07-20 15:39,R_eM0TEKGraF24fQx,,,,,48.44960022,-123.302597,test,,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8J06Zdxots1GEfj,,,,,48.44960022,-123.302597,test,,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_1M5mslbmFWbpCm1,,,,,48.44960022,-123.302597,test,,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2hKpuet9PccR0VL,,,,,48.44960022,-123.302597,test,,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_aV4KVrQypDEH1hH,,,,,48.44960022,-123.302597,test,,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_eVe7FTWHD2Ci1Bb,,,,,48.44960022,-123.302597,test,,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_79yGtq64lb44NgN,,,,,48.44960022,-123.302597,test,,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8oFF3OSCzsxR2pn,,,,,48.44960022,-123.302597,test,,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3gv0EhQT8BsXYpf,,,,,48.44960022,-123.302597,test,,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_5cMxiNZDYwD5V0F,,,,,48.44960022,-123.302597,test,,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_bCr7BsciCfkOBwN,,,,,48.44960022,-123.302597,test,,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9H3r9hWll9pbvqR,,,,,48.44960022,-123.302597,test,,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0chImrJwfW5jvWl,,,,,48.44960022,-123.302597,test,,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9Bldcb7Kqu0iM3H,,,,,48.44960022,-123.302597,test,,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0TeqnPoCmOMvIVf,,,,,48.44960022,-123.302597,test,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9KMJauNcb6Wy09n,,,,,48.44960022,-123.302597,test,,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_bw31VF3zzqI9ngx,,,,,48.44960022,-123.302597,test,,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0lCb3PZ488VfPgh,,,,,48.44960022,-123.302597,test,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_dipK5SWUzLtrVS5,,,,,48.44960022,-123.302597,test,,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2t8vaY3p6ZnEmRn,,,,,48.44960022,-123.302597,test,,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6zJbu70JnIvOn1r,,,,,48.44960022,-123.302597,test,,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8kUmWEai3ENdZD7,,,,,48.44960022,-123.302597,test,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_00b6eYZR3lFWo0l,,,,,48.44960022,-123.302597,test,,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9XOdlZsKpTJq1H7,,,,,48.44960022,-123.302597,test,,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3PiFZk9xkyLVHjD,,,,,48.44960022,-123.302597,test,,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_7WMw9e9b122CCjP,,,,,48.44960022,-123.302597,test,,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2fo9SoHY9zq34qh,,,,,48.44960022,-123.302597,test,,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9miFf3vrvOpoNGl,,,,,48.44960022,-123.302597,test,,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_b42LgrfNzUVmYw5,,,,,48.44960022,-123.302597,test,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3wJOmzXQQbHHdM9,,,,,48.44960022,-123.302597,test,,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_doE9noPAPRCWDPL,,,,,48.44960022,-123.302597,test,,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6hXU8ejZUxXnmcZ,,,,,48.44960022,-123.302597,test,,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_5nbRsKcIWLrbGOp,,,,,48.44960022,-123.302597,test,,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_b1kChPWwTuPop01,,,,,48.44960022,-123.302597,test,,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_eCWtFdZhM4nGodL,,,,,48.44960022,-123.302597,test,,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_1X42acUD2k830wJ,,,,,48.44960022,-123.302597,test,,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_3WrBKOuSvWPaK33,,,,,48.44960022,-123.302597,test,,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8qt0UG7QIDs1mDP,,,,,48.44960022,-123.302597,test,,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_cV1u5cNnob67Vjf,,,,,48.44960022,-123.302597,test,,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_80T1owierWBqjiJ,,,,,48.44960022,-123.302597,test,,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_b1xvAequSshICPP,,,,,48.44960022,-123.302597,test,,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_0CjPaVDPXogVVHf,,,,,48.44960022,-123.302597,test,,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_e8W5lRWg0Brqdql,,,,,48.44960022,-123.302597,test,,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_eEA8KvT1B0YS3B3,,,,,48.44960022,-123.302597,test,,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_73CmBABWGtFvQ6p,,,,,48.44960022,-123.302597,test,,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_5dOv0EIkv3LZ8X3,,,,,48.44960022,-123.302597,test,,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_8ADAIxr7VNPDrV3,,,,,48.44960022,-123.302597,test,,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_7V4au138sh1io0l,,,,,48.44960022,-123.302597,test,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_baodYCSPS6QiLOd,,,,,48.44960022,-123.302597,test,,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6QpS7lDidwN01Hn,,,,,48.44960022,-123.302597,test,,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_6XqYPpYADzjb3vf,,,,,48.44960022,-123.302597,test,,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_1G5C6oFZ6uRifDD,,,,,48.44960022,-123.302597,test,,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_00po0oXUYBfCyWx,,,,,48.44960022,-123.302597,test,,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_cC8e2fKxAg8x6Ad,,,,,48.44960022,-123.302597,test,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_7Ogie24vppDLqwl,,,,,48.44960022,-123.302597,test,,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_5t2F4WigHVH8wKx,,,,,48.44960022,-123.302597,test,,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_bwL6oRr03K5fpeR,,,,,48.44960022,-123.302597,test,,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_bscDdpyLVaWBJlj,,,,,48.44960022,-123.302597,test,,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_39SO0Cq0N4IlU0t,,,,,48.44960022,-123.302597,test,,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_d5R3iA6aFUs8Q5f,,,,,48.44960022,-123.302597,test,,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_2aCQLtb9tky0EMR,,,,,48.44960022,-123.302597,test,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_ekTwx64ZaxPmZet,,,,,48.44960022,-123.302597,test,,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_agxuLcEFDiBJuHb,,,,,48.44960022,-123.302597,test,,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0
2019-07-20 15:39,2019-07-20 15:39,2,,100,0,1,2019-07-20 15:39,R_9ukk8omYvTMKrVH,,,,,48.44960022,-123.302597,test,,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
