StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,BASEF_1,BASEF_2,BASEF_3,BASEF_4,BASEF_5,BASEF_6,BASEF_7,BASEF_8,BASEF_9,BASEF_10,BASEF_11,BASEF_12,BASEF_13,BASEF_14,BASEF_15
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_d7kOyPzLOyfyEYd,,,,,48.41520691,-123.3655014,test,,3,4,2,1,5,4,2,2,5,2,1,5,3,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3ZPc7isA1EcqJgh,,,,,48.41520691,-123.3655014,test,,3,5,5,5,2,5,2,5,4,4,4,1,1,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_9tRe7AA96KrdjVP,,,,,48.41520691,-123.3655014,test,,1,5,4,4,2,5,4,5,1,2,3,3,1,5,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3rqQPVP4UmtuQkd,,,,,48.41520691,-123.3655014,test,,2,4,2,2,4,3,4,5,2,5,1,4,4,5,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_0ohcTJB3isBOz09,,,,,48.41520691,-123.3655014,test,,1,3,5,2,5,4,2,1,3,3,4,5,3,2,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_4PHgdRWgrhd1NaZ,,,,,48.41520691,-123.3655014,test,,2,1,3,1,2,3,1,5,1,1,4,5,5,2,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_5mWhR37E37Xy0T3,,,,,48.41520691,-123.3655014,test,,5,1,3,2,4,1,2,5,5,2,1,2,4,3,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_eeyrgkSgFhvDajX,,,,,48.41520691,-123.3655014,test,,5,1,4,4,2,4,3,4,3,4,3,5,3,3,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6KHPuWSuabxapeJ,,,,,48.41520691,-123.3655014,test,,3,4,2,4,1,4,4,5,5,5,2,4,4,1,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_bOfb3D6VjpCYzM9,,,,,48.41520691,-123.3655014,test,,5,4,3,2,4,2,4,5,3,5,5,5,1,4,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3ZRJU6Q81cSTM2N,,,,,48.41520691,-123.3655014,test,,4,4,3,1,4,3,5,1,2,4,5,2,3,3,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_cHpHBfl8b5Slm6N,,,,,48.41520691,-123.3655014,test,,1,3,3,5,1,1,1,5,3,4,3,2,3,3,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_9AysmNBsYlaaNut,,,,,48.41520691,-123.3655014,test,,5,5,4,4,5,2,1,5,1,3,3,2,3,3,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_0Optcr8BvkAtHxj,,,,,48.41520691,-123.3655014,test,,3,5,4,1,5,5,4,1,4,4,5,4,5,3,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_bDdIcoJijHMSO5D,,,,,48.41520691,-123.3655014,test,,3,4,3,3,3,1,2,3,1,5,1,2,2,3,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_9BmosWjMeiQn781,,,,,48.41520691,-123.3655014,test,,4,1,1,4,3,5,2,4,3,1,4,1,5,1,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_8kbJMkJNtAiVx77,,,,,48.41520691,-123.3655014,test,,1,5,3,2,5,4,5,5,4,5,3,4,5,3,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_0CXCPsG0GBAjowJ,,,,,48.41520691,-123.3655014,test,,2,5,1,5,3,5,5,5,2,1,5,1,3,1,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_cCjQfxWy4hmjNe5,,,,,48.41520691,-123.3655014,test,,5,2,3,5,1,1,2,1,5,5,4,4,5,2,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_bIsySwZvoofcryt,,,,,48.41520691,-123.3655014,test,,5,3,5,3,1,1,3,5,4,3,4,5,4,4,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_cIv5vSaPdgXJKkZ,,,,,48.41520691,-123.3655014,test,,5,3,1,2,1,1,1,3,5,4,2,4,5,5,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3C1MPGnnY63IIDz,,,,,48.41520691,-123.3655014,test,,2,3,3,5,2,2,5,2,1,4,2,5,2,3,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_5drjeC3i4ifRH8N,,,,,48.41520691,-123.3655014,test,,4,3,3,4,4,5,5,1,5,5,5,1,3,2,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3DEhAEe6TgUrtRz,,,,,48.41520691,-123.3655014,test,,2,2,2,3,1,3,4,3,5,2,2,4,4,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_8kV75gtDpquKV01,,,,,48.41520691,-123.3655014,test,,1,4,1,2,4,5,4,1,1,3,1,5,4,2,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_4NPbcFvdwYRVGzH,,,,,48.41520691,-123.3655014,test,,2,1,3,5,2,1,1,4,5,2,3,4,1,5,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_bvGMS45UwiOvR4x,,,,,48.41520691,-123.3655014,test,,2,5,3,2,4,3,5,3,2,4,3,3,2,4,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_eM6WnFpqdC1R7wh,,,,,48.41520691,-123.3655014,test,,3,2,4,4,4,2,3,3,1,1,2,3,5,2,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,1,1,2019-07-17 14:35,R_b8J2zFKZC9SXKvP,,,,,48.41520691,-123.3655014,test,,4,1,5,4,3,4,3,1,1,2,4,5,2,2,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_diCPRdnyoKDgtlr,,,,,48.41520691,-123.3655014,test,,5,5,4,5,4,1,1,5,1,1,2,3,2,5,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_7arjjCAx3n4qbIN,,,,,48.41520691,-123.3655014,test,,5,3,4,3,1,5,5,1,3,1,3,3,4,5,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_eRFQITdSOhzqIi9,,,,,48.41520691,-123.3655014,test,,1,5,5,5,5,4,5,5,4,1,5,2,4,5,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_0vV93sTIZGcw7Jj,,,,,48.41520691,-123.3655014,test,,1,3,4,1,5,1,2,3,3,5,3,1,1,3,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_4UiwmdfDqV1Pddz,,,,,48.41520691,-123.3655014,test,,1,5,5,2,5,3,1,4,4,1,2,2,3,1,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,1,1,2019-07-17 14:35,R_5bVLkq7TDUFe2Xz,,,,,48.41520691,-123.3655014,test,,3,2,1,4,2,5,3,3,4,2,1,3,5,5,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_0j54iqOAE6PSVG5,,,,,48.41520691,-123.3655014,test,,5,2,3,1,4,5,3,4,1,3,4,4,5,2,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_agBmtgqx4rxfJ5P,,,,,48.41520691,-123.3655014,test,,5,5,1,3,1,3,1,1,4,5,1,4,4,1,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_1KOjPEe6oXM6DIx,,,,,48.41520691,-123.3655014,test,,4,3,3,5,3,4,4,2,3,1,3,5,2,1,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_b0ZNgqvjqmjghnf,,,,,48.41520691,-123.3655014,test,,4,5,5,2,5,1,1,3,3,4,1,4,2,2,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_8wcMFvWFegOL7W5,,,,,48.41520691,-123.3655014,test,,3,1,5,4,2,3,2,3,3,1,5,4,2,1,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3sd26WUNROHy7vn,,,,,48.41520691,-123.3655014,test,,4,3,3,5,5,1,4,2,1,2,5,1,2,2,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3QbDisIwxg7ZvDv,,,,,48.41520691,-123.3655014,test,,5,1,5,5,2,5,2,4,5,1,1,1,1,5,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3EISKG35R1GCgDj,,,,,48.41520691,-123.3655014,test,,1,4,1,1,2,5,2,3,1,2,1,4,1,3,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_bfuJZ3PROmcg7C5,,,,,48.41520691,-123.3655014,test,,2,4,3,4,3,5,1,1,2,5,1,3,5,3,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3PE3ngJ3Tlwiarj,,,,,48.41520691,-123.3655014,test,,4,4,1,2,2,5,5,4,5,2,5,3,3,3,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_d0AZ5MnvVTBVdlz,,,,,48.41520691,-123.3655014,test,,5,3,5,4,1,2,1,2,4,5,2,2,3,4,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_0dmLCVRGP3SVWAZ,,,,,48.41520691,-123.3655014,test,,1,5,3,1,4,1,2,3,5,3,5,3,5,2,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_dioz9io63XHtJNr,,,,,48.41520691,-123.3655014,test,,3,1,2,2,2,3,2,2,1,3,4,1,1,1,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_0fajlqV2OW0vjOB,,,,,48.41520691,-123.3655014,test,,2,5,4,1,5,4,2,3,4,2,4,3,5,3,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_1KUi3Cn0e25ie2x,,,,,48.41520691,-123.3655014,test,,2,5,1,5,3,2,5,5,1,2,2,1,3,1,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_brRXZ4PZ4VWwjPL,,,,,48.41520691,-123.3655014,test,,4,5,5,5,4,1,3,1,3,3,2,2,1,5,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_38kNgpXx6GZoHm5,,,,,48.41520691,-123.3655014,test,,3,4,2,2,1,4,1,3,3,4,5,3,5,3,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_29uirA2eBBxM0aV,,,,,48.41520691,-123.3655014,test,,1,4,3,1,1,3,3,5,5,5,1,5,1,1,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_9MtFE8J4280eq1v,,,,,48.41520691,-123.3655014,test,,1,1,4,3,3,5,2,4,4,3,4,4,5,2,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_9ZwhCC95i4DHT1z,,,,,48.41520691,-123.3655014,test,,1,5,5,3,3,1,1,5,4,2,1,4,1,4,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_9FTYG963ssXlQVL,,,,,48.41520691,-123.3655014,test,,3,4,1,4,5,2,1,3,5,5,5,3,2,2,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_a3h4O8lFcABvZ6l,,,,,48.41520691,-123.3655014,test,,3,1,1,3,3,2,5,1,3,5,3,3,1,2,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_2mhUjLt4wJJ8rLn,,,,,48.41520691,-123.3655014,test,,2,2,1,2,5,1,2,5,3,2,4,3,4,2,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_egvbXNa2fEQNTHn,,,,,48.41520691,-123.3655014,test,,5,4,5,3,2,1,2,1,1,4,4,4,4,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3lWWK54ALv2y2MZ,,,,,48.41520691,-123.3655014,test,,4,5,4,2,2,3,2,5,2,2,3,3,2,3,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_821KzVmYEsVXh1r,,,,,48.41520691,-123.3655014,test,,2,4,4,4,1,4,3,5,1,3,5,3,1,1,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_a9oWw0Jfen10PIN,,,,,48.41520691,-123.3655014,test,,4,2,2,3,2,4,2,3,3,5,4,3,3,3,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_cZRqgNvtfGY8XPf,,,,,48.41520691,-123.3655014,test,,4,1,3,1,1,4,2,3,2,2,4,4,4,5,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_cXRYiWsGBH5zQJ7,,,,,48.41520691,-123.3655014,test,,2,1,4,4,3,3,3,3,3,1,4,1,3,1,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_06qOEhIKVmnZxWZ,,,,,48.41520691,-123.3655014,test,,5,4,4,4,3,1,5,5,2,4,1,5,4,5,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_efIfwnpYJs06jsN,,,,,48.41520691,-123.3655014,test,,2,1,3,3,4,2,5,4,3,3,1,4,2,5,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_8d1K8MHiMs2Bpch,,,,,48.41520691,-123.3655014,test,,3,5,1,4,4,4,5,4,2,4,1,4,1,4,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_cAtXPHi40MCrKn3,,,,,48.41520691,-123.3655014,test,,2,5,2,5,2,1,4,2,4,3,4,4,5,4,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3PqS2zORWc31sQB,,,,,48.41520691,-123.3655014,test,,3,4,2,3,5,3,5,5,2,2,5,3,2,2,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_esyGUUrvS2XPvTL,,,,,48.41520691,-123.3655014,test,,3,4,5,1,2,3,5,5,1,1,2,5,3,1,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6XO6wAMjtpeU7Nr,,,,,48.41520691,-123.3655014,test,,5,2,4,3,2,3,1,4,2,4,3,4,3,1,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_5ij1dValawpFAJn,,,,,48.41520691,-123.3655014,test,,5,4,5,4,1,1,1,3,2,4,1,1,1,1,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_73QHWeDPEwkVDtX,,,,,48.41520691,-123.3655014,test,,1,1,2,1,2,5,5,2,3,3,5,3,5,5,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6r3skqXpZ0VcdrD,,,,,48.41520691,-123.3655014,test,,3,3,4,4,5,1,2,3,4,2,5,3,2,3,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3K6KjUPGSNLDz4V,,,,,48.41520691,-123.3655014,test,,3,2,2,5,2,2,3,1,4,3,5,2,4,5,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_4YoJffHHkMXlqwB,,,,,48.41520691,-123.3655014,test,,2,4,5,1,4,5,3,2,5,2,1,4,4,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_2oCi7K2kWaDhaap,,,,,48.41520691,-123.3655014,test,,2,5,4,1,1,2,3,4,3,3,3,4,3,1,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_3C6plNweHmpZbNz,,,,,48.41520691,-123.3655014,test,,4,2,5,2,4,4,2,3,3,3,4,2,4,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_e4MrKnwHRBCap9j,,,,,48.41520691,-123.3655014,test,,1,3,1,4,2,1,5,3,3,3,4,1,2,3,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_5vY3GsQgoxltwBn,,,,,48.41520691,-123.3655014,test,,3,2,2,2,2,4,1,2,5,5,3,4,4,5,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_bf3eSgmsTZcmBJH,,,,,48.41520691,-123.3655014,test,,1,4,5,3,4,2,1,3,3,4,3,3,5,1,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6Gd3QZ5am5uMQYZ,,,,,48.41520691,-123.3655014,test,,2,5,1,5,2,1,2,5,2,5,3,4,2,5,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_07BxooC6Rw6UYct,,,,,48.41520691,-123.3655014,test,,3,3,2,1,2,2,4,1,2,4,1,1,1,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_06g6d10ovQ9Cmwt,,,,,48.41520691,-123.3655014,test,,2,2,1,2,4,2,5,5,4,1,3,3,1,3,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6A9CWD4cX60SRzT,,,,,48.41520691,-123.3655014,test,,3,5,1,4,5,5,4,2,4,2,1,1,3,1,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_8G3NdPmFb98cycB,,,,,48.41520691,-123.3655014,test,,2,1,1,3,1,2,2,5,2,3,5,2,1,1,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_5iNAPbERsSlqO7r,,,,,48.41520691,-123.3655014,test,,4,2,5,3,4,2,5,2,3,2,1,3,5,2,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,1,1,2019-07-17 14:35,R_9vLRAuyty1l1pdz,,,,,48.41520691,-123.3655014,test,,4,3,2,5,5,3,1,3,1,4,2,3,1,4,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_8B0ZOE2jV1EqxBb,,,,,48.41520691,-123.3655014,test,,4,1,2,2,2,4,1,5,4,2,3,1,4,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_dj3zfhRMXAAy3m5,,,,,48.41520691,-123.3655014,test,,3,5,3,5,5,5,3,4,4,4,5,1,1,1,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6yaN8r3JqTaavAN,,,,,48.41520691,-123.3655014,test,,4,5,3,3,2,5,1,4,5,2,3,5,2,3,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_29rIzc3PKAz3yQt,,,,,48.41520691,-123.3655014,test,,5,4,3,2,2,3,4,1,3,5,2,1,2,3,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_81dx2NpNIkfpbet,,,,,48.41520691,-123.3655014,test,,4,3,1,4,3,5,5,5,4,2,1,4,2,3,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_cBeYJMo1r9c5Thz,,,,,48.41520691,-123.3655014,test,,3,1,1,3,2,3,1,5,2,3,1,5,4,4,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_a4QHzkiWYZDrUcl,,,,,48.41520691,-123.3655014,test,,5,1,2,2,3,3,3,5,4,5,4,4,4,5,1
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_1GKVNCBhexJ2Pid,,,,,48.41520691,-123.3655014,test,,2,1,4,3,3,1,5,5,1,4,1,4,5,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_bPlZbVooM8teFZb,,,,,48.41520691,-123.3655014,test,,2,5,1,2,2,4,3,3,2,5,1,3,3,4,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_9H6dRj0RhbwFdDn,,,,,48.41520691,-123.3655014,test,,5,5,3,4,2,4,4,1,5,5,2,5,3,3,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6QXl20u57WSPrj7,,,,,48.41520691,-123.3655014,test,,3,4,1,1,2,4,2,2,3,1,4,1,1,2,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_6QzVYl1Ozaagat7,,,,,48.41520691,-123.3655014,test,,4,4,2,5,1,3,2,1,1,5,2,5,1,5,5
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_7VejXvWjQuCRNLT,,,,,48.41520691,-123.3655014,test,,2,5,5,5,2,4,4,4,3,1,4,2,1,2,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_07ElqGbhCmO1Tnf,,,,,48.41520691,-123.3655014,test,,5,3,1,4,1,1,5,3,4,2,1,1,4,1,2
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_8Igtrjx9t3b0Dd3,,,,,48.41520691,-123.3655014,test,,2,3,5,3,5,5,4,4,4,4,5,5,3,3,3
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_a64UdcuIhz7T7Wl,,,,,48.41520691,-123.3655014,test,,5,4,4,4,5,2,2,4,4,5,1,3,1,1,4
2019-07-17 14:35,2019-07-17 14:35,2,,100,0,1,2019-07-17 14:35,R_7O5Z5V7UhYQ2a7b,,,,,48.41520691,-123.3655014,test,,1,5,3,1,1,5,2,3,5,5,5,3,2,1,1
