StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,sesimw1,sesimw2,sesimw3,sesimw4,sesimw5,sesimw6,sesimw7,sesimw8,sesimw9,sesimw10,sesimw11,sesimw12,sesimw13,sesimw14,sesimw15,sesimw16,sesimw17,sesimw18,sesimw19,sesimw20,sesimw21,sesimw22,sesimw23,sesimw24,sesimw25,sesimw26,sesimw27,sesimw28,sesimw29,sesimw30
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9nvSBBd3Q46Hkix,,,,,48.4992981,-123.4002991,test,,2,3,3,1,4,2,4,2,3,1,4,3,2,3,2,1,1,1,4,2,2,3,4,2,3,1,3,4,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_etyKCbhEcElNU8Z,,,,,48.4992981,-123.4002991,test,,4,1,4,2,2,2,4,1,4,3,1,1,1,3,4,3,4,1,2,3,2,2,1,1,1,3,1,4,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_40EvG6h8ag2PYk5,,,,,48.4992981,-123.4002991,test,,4,1,3,1,2,1,2,2,1,1,2,2,3,4,3,3,3,4,1,1,4,3,3,4,2,4,4,2,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9Sm8k3vVxbWiHjv,,,,,48.4992981,-123.4002991,test,,4,1,4,3,3,1,1,2,2,4,1,1,4,2,2,4,1,3,4,2,2,1,4,3,2,3,2,3,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_7VEnq4D34ldmTZP,,,,,48.4992981,-123.4002991,test,,4,4,3,2,1,2,4,2,3,1,4,2,4,1,4,3,1,2,2,4,1,1,1,2,1,2,3,1,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6XtuMHPn7RPr3Ex,,,,,48.4992981,-123.4002991,test,,4,2,1,1,4,3,2,1,3,3,4,1,3,4,4,3,2,2,1,3,2,3,4,1,4,3,1,3,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1TifacUJXTDThyZ,,,,,48.4992981,-123.4002991,test,,1,4,3,3,3,4,3,1,1,2,2,3,2,1,4,3,2,4,1,3,4,1,1,4,2,3,4,4,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9Y39uWTLz7gWSLb,,,,,48.4992981,-123.4002991,test,,2,3,2,1,1,3,3,4,2,2,3,1,4,3,3,3,1,4,3,2,1,3,3,1,4,4,3,2,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_a4UT0WM9tPn2Oyh,,,,,48.4992981,-123.4002991,test,,2,3,1,3,1,3,4,3,3,3,4,2,1,2,3,4,2,1,2,3,2,3,4,2,3,2,4,2,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6M6lXZdieDFJ73T,,,,,48.4992981,-123.4002991,test,,3,3,4,2,1,2,3,3,1,4,2,3,4,4,3,1,3,2,2,1,1,3,2,1,1,3,1,3,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_daiu1ZmyJX1Azel,,,,,48.4992981,-123.4002991,test,,1,4,2,1,1,3,3,1,4,1,3,2,2,2,3,4,3,2,4,2,1,4,3,3,1,3,4,1,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8IduZzzpXzqgI8R,,,,,48.4992981,-123.4002991,test,,4,1,1,1,2,2,1,4,4,2,4,3,4,3,4,2,4,4,1,4,1,1,3,2,4,3,3,1,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9ZiTeH5EU3fa3Hv,,,,,48.4992981,-123.4002991,test,,1,1,3,1,2,1,3,2,1,3,1,1,2,2,4,3,1,3,1,1,2,1,4,2,4,3,2,1,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8e2CrqfJ3XY2GQ5,,,,,48.4992981,-123.4002991,test,,3,2,3,2,1,2,3,1,1,4,3,4,1,3,2,1,2,4,2,4,4,3,4,4,3,4,3,4,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_cMhrpOQkoCL8CGx,,,,,48.4992981,-123.4002991,test,,1,3,2,2,4,4,4,1,2,3,2,3,1,4,1,3,4,4,4,1,4,3,1,2,1,2,4,4,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0OjG2up5PaTuRPD,,,,,48.4992981,-123.4002991,test,,2,2,1,4,4,2,2,4,1,3,2,2,1,4,3,1,4,3,1,2,2,2,2,3,1,1,1,1,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_42cSD8GrTv4zNPL,,,,,48.4992981,-123.4002991,test,,3,1,3,4,3,1,4,1,1,2,1,3,1,2,3,2,1,3,4,4,2,2,3,2,4,1,3,3,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_es6UcaoskbulWp7,,,,,48.4992981,-123.4002991,test,,4,1,1,4,4,1,2,1,1,2,4,4,4,2,1,1,1,1,2,2,4,1,4,1,3,4,4,2,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1Ih5Gogbbn4ue3P,,,,,48.4992981,-123.4002991,test,,3,2,4,4,1,2,3,3,2,2,3,3,2,4,3,4,3,4,4,1,2,4,4,4,3,3,1,1,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_bvDYQDKP8iR73uJ,,,,,48.4992981,-123.4002991,test,,2,4,4,2,2,3,4,1,4,4,2,3,4,2,2,4,1,1,4,1,1,4,3,1,2,3,1,4,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8B8imsf27HMTI69,,,,,48.4992981,-123.4002991,test,,3,1,3,4,3,4,2,3,1,3,4,2,3,3,2,2,1,3,1,2,2,1,4,1,3,4,1,2,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0cxIDIgpNKAFsPj,,,,,48.4992981,-123.4002991,test,,1,1,4,4,2,3,4,3,4,3,2,4,2,2,3,3,2,1,4,3,3,4,4,2,3,4,3,3,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0PTyucJ2E7g2T3L,,,,,48.4992981,-123.4002991,test,,2,4,3,1,1,4,3,1,4,2,2,1,2,3,1,1,3,4,2,3,4,4,4,1,2,1,4,2,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_38HzDPouY0mHHpj,,,,,48.4992981,-123.4002991,test,,1,2,2,2,1,2,3,1,1,3,3,1,3,1,1,2,3,2,1,4,1,2,4,4,2,2,1,2,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3LhOUy9xbm8rytv,,,,,48.4992981,-123.4002991,test,,1,1,3,3,3,1,1,4,4,2,3,3,4,3,3,4,1,1,3,1,2,1,1,2,1,3,4,2,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3DxPiovHjfR2Xdz,,,,,48.4992981,-123.4002991,test,,3,2,3,2,3,2,2,4,4,3,3,2,4,2,1,2,2,2,2,4,4,2,3,2,1,2,2,2,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_818ftlaDHgKMbJz,,,,,48.4992981,-123.4002991,test,,2,3,2,1,4,2,4,1,2,4,4,4,2,4,1,3,2,1,2,3,4,2,2,4,1,4,4,1,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3gtiwfNgJrk4ZbT,,,,,48.4992981,-123.4002991,test,,4,2,2,3,4,4,2,3,1,3,2,3,1,2,1,1,2,3,4,2,4,4,3,3,2,4,2,2,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_aY1ZbJgA1bjdsMt,,,,,48.4992981,-123.4002991,test,,4,4,2,3,1,3,3,2,4,4,2,2,1,4,2,4,2,3,2,3,4,1,4,3,3,2,3,3,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9Rk0UXUWt46u32t,,,,,48.4992981,-123.4002991,test,,3,3,4,1,2,4,1,1,2,2,2,2,2,4,4,1,2,3,3,1,4,4,3,4,2,1,1,3,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0GSHI0oGCO3qNuJ,,,,,48.4992981,-123.4002991,test,,3,3,4,4,3,2,1,3,4,3,2,3,2,2,2,1,3,3,3,4,3,3,1,3,1,4,3,4,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1HqmaNFm63L9hQN,,,,,48.4992981,-123.4002991,test,,4,4,3,3,4,2,3,2,3,4,2,1,2,2,3,2,4,3,3,2,1,1,3,3,2,4,4,4,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_7NHt6eqGlbVjX0h,,,,,48.4992981,-123.4002991,test,,2,2,2,3,2,1,2,3,3,3,1,1,3,4,2,1,2,3,3,4,2,1,1,2,3,2,4,1,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_29UntCm3iwZDtIx,,,,,48.4992981,-123.4002991,test,,2,4,1,2,2,2,3,4,1,3,3,2,3,1,2,3,1,4,1,2,2,3,3,2,4,3,2,4,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2bqljk2mxuGGQtL,,,,,48.4992981,-123.4002991,test,,2,2,1,3,3,3,1,3,1,3,4,4,3,4,1,3,2,2,2,2,2,3,2,3,1,4,3,3,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0AQahqDfsKohETH,,,,,48.4992981,-123.4002991,test,,3,4,2,4,4,4,1,1,1,2,4,1,1,3,1,2,1,2,2,1,3,2,3,2,1,4,1,3,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_bxtQWMk4IgDQfEp,,,,,48.4992981,-123.4002991,test,,2,4,3,2,2,4,3,1,3,4,4,3,1,3,3,1,2,4,2,2,2,3,4,4,3,4,3,3,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_ahZTokQHlrbSSaN,,,,,48.4992981,-123.4002991,test,,1,1,4,1,2,1,3,2,3,3,2,1,2,3,1,1,1,2,3,1,3,2,2,3,4,3,4,1,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9FZjrYqi0vpODpb,,,,,48.4992981,-123.4002991,test,,3,2,2,2,2,4,1,2,1,2,2,3,3,3,4,2,2,2,2,2,4,4,3,2,3,1,2,2,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4OrCLJr4YYHJ8wJ,,,,,48.4992981,-123.4002991,test,,3,2,3,2,3,1,2,4,1,2,1,2,3,3,2,2,3,2,2,2,3,3,1,1,4,1,4,2,4,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3emRs22Hwz2ZZDn,,,,,48.4992981,-123.4002991,test,,1,4,4,4,3,1,3,2,3,2,3,4,3,2,3,1,4,1,2,4,1,2,2,3,2,3,4,4,4,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_72nSVXylGgBiZ4F,,,,,48.4992981,-123.4002991,test,,4,3,1,2,4,2,2,1,2,1,1,2,1,4,4,1,1,1,3,1,4,2,4,2,4,3,2,3,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_eVBlGfzGMOJ3dWt,,,,,48.4992981,-123.4002991,test,,2,1,1,2,2,2,4,3,2,3,4,1,4,4,2,3,2,1,1,3,2,1,1,3,3,4,3,1,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2m0ecOLi1p27Kxn,,,,,48.4992981,-123.4002991,test,,4,3,1,2,1,1,1,2,3,3,2,1,4,3,4,4,3,2,2,1,2,1,3,2,3,4,2,1,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_d3WqkCqKPbyyl8x,,,,,48.4992981,-123.4002991,test,,2,2,3,1,2,2,3,1,1,1,2,2,4,3,3,1,1,1,1,4,3,2,3,1,3,2,3,1,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6y4EJrWvydEEnR3,,,,,48.4992981,-123.4002991,test,,3,3,3,2,3,3,4,4,3,1,2,4,3,1,2,3,3,3,1,3,1,2,2,2,2,1,3,2,4,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_bdQqjFMRkl6t4H3,,,,,48.4992981,-123.4002991,test,,3,2,2,3,4,4,1,2,1,2,1,4,4,4,1,1,4,1,1,1,1,4,3,4,2,3,4,2,4,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1Hxp702tTFRHWQZ,,,,,48.4992981,-123.4002991,test,,3,2,4,1,1,3,3,4,2,3,2,3,2,4,3,3,1,1,3,4,1,2,1,1,4,4,1,4,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6MxPjVPxQwwDCkt,,,,,48.4992981,-123.4002991,test,,4,1,4,4,4,3,4,3,3,2,4,4,4,2,3,3,3,4,1,2,3,1,3,2,3,1,4,1,4,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9BjBPlWBewK4rUp,,,,,48.4992981,-123.4002991,test,,4,2,4,3,3,2,4,2,3,4,3,3,4,4,4,2,4,4,1,1,2,3,1,3,4,1,1,1,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_06U4vuTeAx9opbn,,,,,48.4992981,-123.4002991,test,,2,2,4,3,1,4,1,1,4,2,2,4,3,4,2,1,1,1,1,2,4,2,3,2,4,3,1,2,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2srURvk9QNDDPqB,,,,,48.4992981,-123.4002991,test,,4,1,4,1,2,2,1,1,2,1,2,4,2,3,1,3,2,3,1,1,1,3,4,2,1,1,4,4,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_eVU3fo1HrlQ5dop,,,,,48.4992981,-123.4002991,test,,4,1,4,3,1,2,3,4,4,3,2,4,1,1,4,1,4,3,1,1,2,1,3,1,1,1,2,4,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_cSKBWXSBPj79ySN,,,,,48.4992981,-123.4002991,test,,4,4,3,1,1,3,3,2,3,1,2,4,3,2,3,2,2,3,2,1,4,1,4,1,1,4,2,3,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_72Iz7HAEhNg9nUh,,,,,48.4992981,-123.4002991,test,,3,2,2,3,3,3,2,4,1,1,1,2,1,2,4,4,4,2,3,4,2,2,3,1,4,4,1,2,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2aU6eJyYv5lD4PP,,,,,48.4992981,-123.4002991,test,,3,1,3,3,3,2,1,4,1,3,2,4,1,2,4,3,3,4,1,1,3,3,2,4,2,4,4,4,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_eKCUoEkZQdAHMKF,,,,,48.4992981,-123.4002991,test,,4,3,3,2,2,4,1,3,4,4,4,1,3,2,2,4,1,2,4,3,3,4,1,4,2,4,4,1,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0jJGXE4jhphnQRT,,,,,48.4992981,-123.4002991,test,,2,3,1,3,3,2,2,3,2,2,3,1,4,4,4,1,3,4,4,2,4,2,4,3,4,3,2,1,1,3
