StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,RMGI_1,RMGI_2,RMGI_3,RMGI_4,RMGI_5,RMGI_6,RMGI_7,RMGI_8,RMGI_9,RMGI_10,RMGI_11,RMGI_12,RMGI_13,RMGI_14,RMGI_15,RMGI_16,RMGI_17,RMGI_18,RMGI_19,RMGI_20,RMGI_21,RMGI_22,RMGI_23,RMGI_24,RMGI_25,RMGI_26,RMGI_27,RMGI_28,RMGI_29,RMGI_30,RMGI_31,RMGI_32,RMGI_33,RMGI_34,RMGI_35,RMGI_36,RMGI_37,RMGI_38,RMGI_39,RMGI_40,RMGI_41,RMGI_42,RMGI_43,RMGI_44,RMGI_45,RMGI_46,RMGI_47,RMGI_48,RMGI_49,RMGI_50,RMGI_51,RMGI_52,RMGI_53,RMGI_54,RMGI_55,RMGI_56,RMGI_57,RMGI_58,RMGI_59,RMGI_60,RMGI_61,RMGI_62,RMGI_63,RMGI_64,RMGI_65,RMGI_66,RMGI_67,RMGI_68,RMGI_69,RMGI_70,RMGI_71,RMGI_72,RMGI_73,RMGI_74,RMGI_75,RMGI_76,RMGI_77,RMGI_78,RMGI_79,RMGI_80,RMGI_81,RMGI_82,RMGI_83,RMGI_84,RMGI_85,RMGI_86,RMGI_87,RMGI_88,RMGI_89,RMGI_90,RMGI_91,RMGI_92,RMGI_93,RMGI_94,RMGI_95,RMGI_96,RMGI_97,RMGI_98,RMGI_99,RMGI_100,RMGI_101,RMGI_102,RMGI_103,RMGI_104,RMGI_105,RMGI_106,RMGI_107,RMGI_108,RMGI_109,RMGI_110,RMGI_111,RMGI_112,RMGI_113,RMGI_114
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_5msiAdqAk9qIzK5,,,,,48.44960022,-123.302597,test,,5,5,2,4,3,6,2,0,2,4,5,2,3,4,0,6,0,4,4,6,6,1,3,0,3,5,1,3,4,0,6,0,0,4,5,1,2,1,5,0,2,4,5,0,5,1,5,1,6,1,3,1,6,3,5,4,5,2,6,1,5,6,3,1,0,5,4,2,5,2,6,6,5,1,3,1,3,4,3,1,3,0,5,1,5,3,1,0,3,4,0,2,4,1,5,4,2,6,6,6,6,0,2,5,3,3,1,5,2,3,2,4,6,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cZSUKvCYQYCqItf,,,,,48.44960022,-123.302597,test,,3,0,5,0,1,6,6,4,4,0,5,6,0,6,4,0,4,3,6,4,2,5,4,6,2,0,0,3,1,0,0,3,2,5,0,5,3,2,3,1,4,4,6,1,3,5,2,4,6,4,1,4,5,4,2,5,5,1,5,6,4,4,1,3,5,2,0,4,0,6,2,6,5,1,1,3,0,2,6,2,3,3,5,6,1,4,4,2,2,4,6,4,4,1,3,4,1,6,5,3,0,1,0,0,4,3,4,6,4,4,2,1,4,6
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_3gFtU7i7zuC9Pa5,,,,,48.44960022,-123.302597,test,,2,2,6,2,4,1,1,0,2,5,0,5,5,6,1,1,2,3,2,5,3,5,1,0,6,0,1,0,2,1,2,6,6,0,1,2,0,5,3,3,6,5,2,5,6,0,3,2,5,6,5,5,2,3,3,3,4,4,5,5,5,1,6,5,0,1,2,1,3,1,0,5,3,0,0,0,1,2,6,6,2,0,1,4,0,6,3,4,4,6,0,6,3,2,0,3,6,3,1,4,2,5,4,1,6,4,4,5,6,6,2,3,2,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eJrForxFIj6TjYV,,,,,48.44960022,-123.302597,test,,2,3,2,5,3,2,0,1,4,2,0,0,2,1,5,2,6,2,2,3,4,0,3,4,2,3,1,5,1,4,1,4,1,4,1,2,6,4,0,4,2,6,4,1,3,1,1,2,4,1,1,1,5,6,1,5,6,1,0,0,5,3,2,3,3,0,0,3,4,3,1,2,6,4,2,0,3,3,6,1,1,1,3,2,0,5,5,3,1,5,5,6,6,0,5,0,1,1,0,1,4,1,2,3,4,1,6,5,0,3,2,2,2,6
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_a9tk0hByMwonEH3,,,,,48.44960022,-123.302597,test,,2,1,1,3,5,2,5,0,1,6,1,1,3,2,5,1,4,1,0,2,1,2,4,6,0,3,5,2,3,2,3,4,4,6,6,5,5,5,2,5,0,6,0,0,5,3,4,1,0,1,5,3,1,1,0,5,1,4,5,6,6,4,5,2,1,5,4,3,5,6,2,4,0,3,5,3,3,3,1,0,0,3,2,0,1,0,0,0,4,6,2,3,1,0,1,1,5,4,6,6,1,1,6,3,4,0,3,3,1,4,0,6,0,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_83dcoryxVSrCYyF,,,,,48.44960022,-123.302597,test,,4,5,4,3,5,6,2,3,6,6,0,1,6,5,0,1,3,5,1,5,6,1,3,0,1,6,2,4,3,3,4,3,2,5,6,6,5,0,1,3,5,4,6,6,4,6,3,5,3,5,6,2,3,5,2,2,2,6,2,2,6,0,0,4,3,2,6,2,5,1,0,4,6,4,1,2,0,4,3,1,4,5,4,3,2,1,6,4,3,3,5,3,0,2,0,2,4,1,2,5,4,4,3,5,5,5,4,4,4,1,4,2,1,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_0cgeb1VeK3P3S3b,,,,,48.44960022,-123.302597,test,,0,0,3,0,2,2,1,2,5,3,2,3,5,6,2,2,5,1,3,2,5,3,5,0,1,2,4,2,3,3,4,2,3,0,0,2,5,2,0,1,3,5,5,1,5,0,5,2,2,5,2,0,6,6,6,6,1,3,1,0,1,1,2,3,4,3,2,5,3,2,4,4,0,4,4,3,1,2,3,4,3,5,1,1,3,1,1,4,5,4,5,6,4,4,2,5,4,2,5,3,0,5,6,3,0,0,4,2,0,0,1,6,6,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_6EHKEDtBnfrs0DP,,,,,48.44960022,-123.302597,test,,6,6,6,4,3,5,3,4,4,5,3,6,6,4,0,0,4,6,6,0,2,5,0,5,2,1,6,1,1,0,6,3,1,6,0,1,3,6,2,4,5,4,5,1,2,6,1,4,1,6,3,1,3,1,4,2,4,3,5,2,3,0,5,6,0,5,5,4,5,2,6,4,1,0,6,2,4,2,3,5,0,1,6,1,2,4,0,5,3,6,1,0,6,6,1,3,1,4,5,0,2,2,5,2,2,5,0,4,6,6,4,6,3,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_0w8lxZaaJgrb6Wp,,,,,48.44960022,-123.302597,test,,1,6,2,2,3,0,1,2,4,6,1,2,0,4,5,5,2,5,4,3,5,4,2,5,2,1,4,5,6,2,3,5,3,2,0,5,5,0,1,6,4,4,3,6,3,2,3,2,6,3,5,5,1,5,3,2,5,5,4,2,2,5,4,1,5,3,4,5,6,0,5,2,5,1,2,1,0,6,2,6,0,5,0,2,0,6,1,6,1,6,6,0,1,1,2,1,5,4,2,1,3,2,6,4,3,6,3,5,6,0,2,2,2,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_9BTaVUyyx60fFFX,,,,,48.44960022,-123.302597,test,,0,0,5,6,5,1,0,3,6,5,2,3,1,3,2,3,3,2,6,1,1,6,3,2,1,4,2,5,2,2,1,5,4,1,0,0,1,2,6,1,0,6,4,5,1,6,5,4,2,0,2,2,4,3,2,6,5,0,6,6,6,4,5,5,1,1,2,2,2,0,1,5,1,6,5,1,1,5,6,5,6,6,4,6,6,5,4,3,2,3,4,1,4,1,6,3,3,5,2,2,6,4,3,1,1,3,3,6,3,1,2,5,6,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_6YcGOKr2Tbqrjmd,,,,,48.44960022,-123.302597,test,,5,6,2,2,3,2,6,0,5,0,3,0,1,4,2,0,0,4,2,0,0,5,4,4,2,3,5,5,5,1,2,6,4,2,0,3,4,6,1,6,3,2,5,3,3,3,1,4,1,2,2,6,0,6,0,2,0,1,1,2,4,2,2,6,4,5,4,6,0,0,0,3,1,4,0,1,5,5,0,4,1,5,4,1,4,6,2,3,6,5,3,6,3,2,5,0,6,2,0,3,3,5,5,6,2,2,1,0,6,4,6,1,3,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_2uCBsKraiACKNpj,,,,,48.44960022,-123.302597,test,,6,5,4,6,0,4,6,6,3,0,3,0,1,1,0,1,0,6,0,6,3,1,3,2,6,3,3,0,3,6,2,1,2,6,6,6,5,4,0,4,6,1,4,4,2,2,3,4,5,6,6,4,0,1,2,6,2,3,1,6,2,0,5,2,5,6,3,4,3,3,4,1,0,1,3,2,2,4,2,2,1,1,4,5,5,6,4,2,6,5,0,3,2,3,6,0,2,1,4,1,5,1,2,0,2,5,2,1,1,3,5,5,1,6
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_39LpYIHbl9fAnxb,,,,,48.44960022,-123.302597,test,,0,0,4,5,2,3,2,6,0,5,4,3,4,3,4,6,5,3,1,2,4,5,4,1,4,3,1,1,2,0,5,4,2,4,2,4,1,0,4,2,4,0,5,6,4,0,1,5,5,0,2,0,0,0,3,4,1,2,6,4,6,1,4,5,4,0,2,1,2,1,4,3,1,1,4,2,5,6,3,5,0,2,3,2,6,2,3,0,0,0,0,1,2,1,6,1,3,1,2,5,4,1,3,1,6,5,1,0,4,2,3,2,6,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_9StXUVK4ALLCSJT,,,,,48.44960022,-123.302597,test,,5,2,0,5,0,1,2,4,3,6,1,3,5,0,5,0,6,4,1,4,4,4,4,6,3,4,0,6,0,5,3,3,1,2,6,4,2,2,5,4,4,1,1,1,4,6,0,3,4,1,5,1,5,6,3,3,3,4,3,3,6,3,3,0,4,4,4,0,1,4,1,1,0,4,4,4,1,0,1,6,0,2,1,5,3,1,5,3,1,0,4,1,3,3,0,0,4,5,4,5,1,4,5,5,1,5,0,0,1,6,6,2,3,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cXTCrg19jPLLgC9,,,,,48.44960022,-123.302597,test,,0,2,4,3,2,5,5,6,6,1,3,4,0,1,2,5,6,4,1,0,0,4,5,1,2,0,2,0,6,4,6,2,5,0,4,3,3,6,2,0,0,4,2,0,4,0,3,1,5,1,3,0,6,6,1,5,1,6,3,0,0,5,4,3,6,6,2,4,5,4,5,0,0,6,6,3,3,0,4,5,1,4,1,1,3,3,0,1,2,5,1,4,2,2,1,2,1,2,4,3,6,4,0,1,2,6,0,6,6,3,2,5,0,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_03eCUTCLvxYpXs9,,,,,48.44960022,-123.302597,test,,3,3,3,0,1,5,6,5,6,3,5,2,3,6,5,2,5,5,6,6,1,1,3,2,2,6,1,5,2,3,5,4,1,0,4,3,3,3,3,4,2,1,4,3,3,0,5,4,5,6,0,4,3,4,0,2,6,0,6,6,0,2,2,4,2,3,5,2,0,3,1,0,3,1,5,1,3,1,1,1,5,5,2,3,5,0,6,6,4,1,0,6,4,3,6,0,6,5,4,4,5,5,1,0,0,3,6,2,3,0,2,1,6,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_aWaa586qTotxDnv,,,,,48.44960022,-123.302597,test,,4,1,6,6,3,0,6,1,5,0,6,5,2,2,4,6,3,6,5,4,3,5,6,1,4,0,4,0,5,6,0,1,2,3,5,3,6,2,4,3,5,5,5,3,0,0,0,3,6,3,2,6,0,4,5,1,2,2,4,2,5,5,6,4,3,3,3,4,4,0,2,1,6,6,1,2,3,0,2,5,0,5,4,0,5,5,0,2,0,0,4,1,4,3,0,0,0,5,1,4,0,3,5,1,5,5,3,1,2,4,1,3,2,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eEdUmdPhM1jvPuJ,,,,,48.44960022,-123.302597,test,,0,3,3,0,0,6,3,4,2,0,0,1,6,6,3,6,1,4,5,2,0,2,0,2,4,1,2,0,0,6,0,1,2,2,1,4,6,3,5,3,6,3,6,5,5,2,2,4,0,2,1,5,4,0,4,6,6,5,5,4,3,6,6,3,5,4,2,4,2,4,4,4,6,5,5,2,6,2,5,1,6,1,6,4,3,2,2,2,0,2,0,2,0,2,6,2,5,5,2,0,4,1,3,4,1,2,2,6,0,5,1,2,2,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,1,1,2019-07-11 12:58,R_aXIVgz3lixCxWzX,,,,,48.44960022,-123.302597,test,,4,5,6,0,5,6,2,0,6,1,6,0,5,1,2,3,4,3,6,5,1,6,0,2,0,2,3,6,5,4,5,6,4,5,2,5,5,2,5,6,4,6,6,4,4,6,4,6,1,4,1,6,5,4,0,1,5,6,1,0,1,1,6,1,5,1,2,6,5,5,5,2,0,3,2,1,6,0,4,2,4,2,5,0,5,3,6,6,4,2,3,3,2,1,6,3,1,1,4,6,2,6,5,4,0,1,6,0,4,6,1,3,1,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_ahMFsTUZC0ml3Br,,,,,48.44960022,-123.302597,test,,0,5,0,0,1,4,4,5,0,0,5,6,5,1,4,3,1,6,2,4,1,2,5,0,4,5,4,6,5,1,2,3,1,4,5,2,4,4,4,3,6,6,0,4,6,6,4,3,2,4,1,0,2,5,2,1,1,5,3,3,0,0,5,5,6,1,0,6,0,0,5,4,6,6,6,0,6,6,3,1,3,3,0,0,1,6,3,4,4,3,1,5,2,6,3,3,4,4,1,1,3,0,4,2,4,0,2,1,4,4,6,6,4,6
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_3lTQQHPc7CFVsYl,,,,,48.44960022,-123.302597,test,,6,3,0,2,6,5,2,3,3,4,4,1,1,4,6,0,3,2,5,0,0,2,4,5,3,1,5,0,2,1,5,1,1,2,5,4,4,4,4,0,5,2,1,6,3,3,6,2,1,1,5,5,5,5,5,4,5,1,6,5,0,1,2,3,3,4,4,4,6,6,3,2,6,1,0,4,0,0,1,4,1,2,1,6,0,4,5,5,5,2,4,3,1,2,3,5,3,5,6,6,6,2,4,6,1,3,5,0,6,1,5,3,2,6
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_0dDqZN9eNVunXDL,,,,,48.44960022,-123.302597,test,,2,4,6,4,3,4,0,6,0,4,5,4,2,0,3,2,3,0,0,6,3,3,1,6,4,6,5,1,6,3,4,4,0,0,6,6,4,1,1,5,1,1,1,6,6,4,2,3,0,0,5,4,5,1,2,5,5,4,3,0,1,6,2,2,0,3,5,0,6,2,0,4,1,6,5,4,6,0,5,1,2,5,2,3,6,0,5,3,4,2,0,3,5,3,4,2,3,6,0,2,1,4,3,4,4,4,1,2,5,3,0,6,0,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eVxYJJPoLQjgCCp,,,,,48.44960022,-123.302597,test,,3,6,1,3,1,0,4,3,3,0,2,4,3,0,3,4,3,4,3,5,2,1,6,4,4,0,4,1,2,2,4,2,0,5,4,3,1,4,6,5,0,4,4,5,5,4,2,5,5,1,5,4,4,0,0,5,6,0,6,5,6,5,1,5,1,5,2,3,4,2,0,2,6,5,0,2,6,5,2,3,5,5,0,2,0,2,1,4,0,2,6,4,6,1,4,6,2,3,3,0,3,2,2,6,2,6,3,6,2,3,5,0,1,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eDKYD00A8UKQh5r,,,,,48.44960022,-123.302597,test,,1,6,1,0,3,0,1,6,2,0,6,4,1,5,5,0,6,1,0,3,0,1,0,4,4,0,4,3,2,4,0,6,4,5,5,2,2,1,2,4,1,2,3,6,2,1,6,6,0,0,2,1,3,6,2,2,0,1,0,2,2,5,2,5,0,6,5,5,1,3,5,0,1,1,1,5,1,1,4,3,1,3,3,6,6,3,2,0,3,1,5,5,5,4,5,4,6,5,6,5,4,1,2,5,0,1,4,6,5,1,0,5,6,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_6YJ50G6vEz6ZSqp,,,,,48.44960022,-123.302597,test,,3,1,1,2,4,0,1,3,3,6,2,2,4,4,5,6,2,0,1,2,6,1,2,3,5,3,3,4,4,6,0,2,6,6,0,0,1,1,5,4,3,5,3,1,3,4,2,4,0,0,2,1,1,5,0,5,1,2,1,2,5,2,6,4,2,2,6,6,3,0,0,4,3,1,3,4,5,6,1,0,6,4,1,5,1,0,2,2,5,6,6,5,4,4,6,5,0,3,2,0,5,6,4,4,1,6,2,2,6,2,6,4,6,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_6zEPtbFWSg6lY6V,,,,,48.44960022,-123.302597,test,,6,4,2,0,3,4,4,5,4,3,4,5,6,0,6,0,0,6,5,6,4,6,6,0,3,0,3,1,1,3,3,3,2,6,5,0,5,6,3,5,3,5,3,3,1,0,5,0,3,1,4,3,2,3,0,2,5,2,1,0,6,2,0,4,1,0,3,4,3,1,4,5,1,4,3,2,4,0,6,6,5,3,6,3,4,5,4,1,5,0,0,3,4,0,3,6,0,4,3,5,2,2,0,5,2,3,3,4,5,4,0,5,0,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_d6xcKPHGlRS4bfD,,,,,48.44960022,-123.302597,test,,6,4,5,1,0,4,2,6,4,6,3,4,0,3,4,6,3,6,0,3,0,5,0,4,4,2,6,3,2,5,0,5,6,3,2,2,6,0,0,4,2,1,1,1,0,4,3,4,0,1,4,4,4,1,1,1,1,4,0,4,1,1,1,5,0,4,2,5,6,2,0,4,2,2,0,6,3,0,6,3,0,6,0,0,0,2,3,0,1,0,1,2,2,2,3,2,5,5,5,3,0,2,2,0,0,2,4,1,1,4,0,2,5,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_erDxlTqZOBds2ep,,,,,48.44960022,-123.302597,test,,6,2,0,6,2,4,2,5,6,2,0,5,3,4,3,3,5,4,1,1,6,0,5,5,4,2,3,4,1,3,6,5,5,1,0,4,6,6,2,5,3,3,5,1,2,3,1,0,6,5,3,2,5,0,2,1,6,3,1,6,3,3,1,5,6,4,2,6,0,5,6,1,1,0,1,2,2,6,3,2,5,4,3,2,1,2,1,2,0,2,4,1,6,4,4,6,3,2,2,0,1,1,6,0,5,1,5,3,1,0,5,6,2,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_dd6jSAG5bUa348d,,,,,48.44960022,-123.302597,test,,5,1,5,4,2,3,1,0,1,3,0,2,5,6,1,2,2,1,3,4,6,1,2,1,4,0,6,6,3,1,3,5,2,2,3,3,0,4,4,2,5,3,3,6,0,4,4,0,5,3,5,6,1,4,3,4,0,3,2,6,3,2,1,6,3,5,4,6,5,1,4,5,4,4,2,4,3,1,2,1,1,6,4,1,1,0,3,4,1,1,6,4,2,3,4,1,0,2,0,5,0,2,0,1,1,1,3,6,4,1,1,2,6,5
