StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SDSIPI_1,SDSIPI_2,SDSIPI_3,SDSIPI_4,SDSIPI_5,SDSIPI_6,SDSIPI_7,SDSIPI_8,SDSIPI_9,SDSIPI_10,SDSIPI_11,SDSIPI_12
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_0SU0u2VfiP3mASh,,,,,48.4992981,-123.4002991,test,,3,2,3,5,5,5,3,2,4,1,4,2
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_01BPATaQj6EqCax,,,,,48.4992981,-123.4002991,test,,1,1,4,3,1,1,5,1,5,3,5,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_9ukBxL1JoKe2ro9,,,,,48.4992981,-123.4002991,test,,2,2,1,4,3,4,2,3,1,5,3,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_0kTxcPYMgfRh3g1,,,,,48.4992981,-123.4002991,test,,3,3,5,3,4,1,4,3,5,5,1,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_9ZAuUOd5ItzxPsV,,,,,48.4992981,-123.4002991,test,,1,3,3,2,5,3,5,3,3,3,3,2
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_dojVKLJpIeuCswR,,,,,48.4992981,-123.4002991,test,,2,1,2,3,3,2,4,5,2,3,1,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_8cYKI2dOc2Hd7Ux,,,,,48.4992981,-123.4002991,test,,2,1,3,1,4,5,5,3,5,2,4,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_3t6Q2XscfdnBYz3,,,,,48.4992981,-123.4002991,test,,1,4,1,4,4,2,1,3,5,5,5,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_0THq600ZneJb1bL,,,,,48.4992981,-123.4002991,test,,3,4,5,3,1,3,4,5,5,2,2,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_6YbBqQCel2Qx3PT,,,,,48.4992981,-123.4002991,test,,5,3,1,5,4,1,3,5,1,1,1,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_ehD5FMF5tOzP0nH,,,,,48.4992981,-123.4002991,test,,2,5,2,3,1,2,4,5,5,4,1,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_8xn82LtCUmlOquF,,,,,48.4992981,-123.4002991,test,,5,3,3,2,2,1,3,2,4,3,1,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_5mWb8UQMquZ0gx7,,,,,48.4992981,-123.4002991,test,,4,2,5,3,1,1,5,2,4,2,3,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_eb8Sm55gifs2x8h,,,,,48.4992981,-123.4002991,test,,5,3,2,5,5,5,5,3,1,2,5,4
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_4IQDWjWNYcxloBn,,,,,48.4992981,-123.4002991,test,,5,4,3,5,2,2,5,4,2,4,5,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_6PDsT8iXLXqsqs5,,,,,48.4992981,-123.4002991,test,,3,1,3,4,3,5,1,3,1,5,2,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_6DnP2l51YqGrf2l,,,,,48.4992981,-123.4002991,test,,1,5,2,4,2,4,1,1,4,5,5,4
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_eRJeh13apFeS0PH,,,,,48.4992981,-123.4002991,test,,4,1,1,3,3,2,4,3,5,1,4,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_9XN9XYODrpTcycR,,,,,48.4992981,-123.4002991,test,,2,5,5,5,3,2,4,3,3,2,4,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_6fb6xu4Lgo2BvVj,,,,,48.4992981,-123.4002991,test,,4,4,1,2,2,4,3,3,2,1,2,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_3JzGElSZM9NLXF3,,,,,48.4992981,-123.4002991,test,,4,1,4,1,3,2,4,5,5,5,4,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_3K5hCyr2MjAPSbb,,,,,48.4992981,-123.4002991,test,,5,5,3,3,3,1,4,5,2,1,3,2
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_bgsGAbmrflcylG5,,,,,48.4992981,-123.4002991,test,,1,4,5,1,1,4,2,3,1,5,5,2
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_eFGOB70sqnt50ax,,,,,48.4992981,-123.4002991,test,,3,5,4,1,2,5,4,3,1,5,1,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_d6fK4ANfbaCHSJf,,,,,48.4992981,-123.4002991,test,,2,4,5,5,2,2,2,4,3,3,1,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_3fT5zr1angGmVCd,,,,,48.4992981,-123.4002991,test,,4,2,4,3,2,3,3,1,2,1,2,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_7OGQGAByUXiWUoR,,,,,48.4992981,-123.4002991,test,,4,2,1,1,2,5,2,1,5,1,1,4
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_cMAgMPxUnqaa8bX,,,,,48.4992981,-123.4002991,test,,1,1,4,5,5,3,2,5,2,1,4,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_0qXNVINyt0tcV9j,,,,,48.4992981,-123.4002991,test,,1,3,5,1,2,5,4,3,5,2,5,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_eagftvaoG4LLxsh,,,,,48.4992981,-123.4002991,test,,5,1,3,1,4,3,1,4,1,1,5,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_4ZbeH54HF9sQQOF,,,,,48.4992981,-123.4002991,test,,5,3,5,1,4,5,1,4,3,5,1,2
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_6Y8FX9dy8hIarJP,,,,,48.4992981,-123.4002991,test,,2,3,3,3,5,3,2,4,5,5,1,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_a9MkiwC4cH8dMm9,,,,,48.4992981,-123.4002991,test,,4,1,1,4,2,4,1,5,2,5,3,4
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_4Z10C7YoiukshPn,,,,,48.4992981,-123.4002991,test,,3,4,2,4,2,4,2,3,4,4,5,4
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_1SRt54mEeirPTzD,,,,,48.4992981,-123.4002991,test,,2,2,5,4,5,5,3,2,3,2,5,4
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_1RgueamPesTdnsF,,,,,48.4992981,-123.4002991,test,,4,1,1,5,3,1,5,3,3,4,3,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_bvIkzIpjSIu8Hxb,,,,,48.4992981,-123.4002991,test,,4,1,1,5,4,3,3,3,1,4,5,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_8oBhomghNNcuUap,,,,,48.4992981,-123.4002991,test,,3,4,5,5,3,4,1,3,3,2,5,5
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_1GnpHxGQegqJ0xv,,,,,48.4992981,-123.4002991,test,,4,4,5,2,4,1,2,4,2,3,5,3
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_ahiCbREbrSR6HeB,,,,,48.4992981,-123.4002991,test,,2,3,3,1,5,2,1,5,4,5,5,4
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_6nc8rpfo4KN4B0h,,,,,48.4992981,-123.4002991,test,,2,3,3,2,4,1,3,5,2,2,3,1
2019-07-13 10:56,2019-07-13 10:56,2,,100,0,1,2019-07-13 10:56,R_1SoJfjmyiUwAVU1,,,,,48.4992981,-123.4002991,test,,4,1,4,3,3,1,5,2,1,2,5,3
2019-07-13 10:56,2019-07-13 10:57,2,,100,1,1,2019-07-13 10:57,R_9AiJyeOHBZC7SId,,,,,48.4992981,-123.4002991,test,,5,3,2,5,5,5,3,3,4,4,2,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5yI1Uv7fzaNBSp7,,,,,48.4992981,-123.4002991,test,,4,2,3,5,5,1,3,3,5,2,4,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_7Os6F3yKQd2JjuJ,,,,,48.4992981,-123.4002991,test,,2,5,4,2,1,1,4,3,5,1,1,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_ekUnkHP3W26BNJP,,,,,48.4992981,-123.4002991,test,,5,2,1,3,3,2,1,4,2,4,4,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5hBpCyxHAd8ujBz,,,,,48.4992981,-123.4002991,test,,5,5,5,1,1,5,4,1,5,4,3,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_72Spzb00OJDfmzH,,,,,48.4992981,-123.4002991,test,,3,3,2,5,1,3,3,2,3,5,2,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5i6f16SEoJud4wJ,,,,,48.4992981,-123.4002991,test,,5,1,1,5,3,4,5,1,3,5,4,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_d5vgHkGBvyolUcR,,,,,48.4992981,-123.4002991,test,,1,5,3,3,4,5,2,4,4,4,1,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_9StDp4l9TsgY9Ex,,,,,48.4992981,-123.4002991,test,,1,5,1,2,2,2,5,1,5,1,4,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5zqw8oZX6f7E81D,,,,,48.4992981,-123.4002991,test,,3,3,3,5,3,5,1,1,1,5,2,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8oBfF2JLZdrKWHz,,,,,48.4992981,-123.4002991,test,,1,1,4,3,3,1,5,1,4,3,2,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_3gdDm7kDi5gCoWV,,,,,48.4992981,-123.4002991,test,,4,2,2,3,5,2,5,4,5,2,3,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_3sJeyzUEffFv0yx,,,,,48.4992981,-123.4002991,test,,4,2,2,1,5,1,1,2,2,5,1,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_dpc3bs7zpsi6eCV,,,,,48.4992981,-123.4002991,test,,5,1,3,2,2,5,3,2,3,1,3,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_eWquTH0hvtStu5f,,,,,48.4992981,-123.4002991,test,,3,3,5,2,5,3,4,3,5,3,2,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,1,1,2019-07-13 10:57,R_79sJOK6PudT4tUx,,,,,48.4992981,-123.4002991,test,,5,3,3,4,3,2,5,4,2,5,3,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_cAfbEAtiD3u0BNz,,,,,48.4992981,-123.4002991,test,,5,4,5,5,3,3,1,2,4,4,3,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_0UnRoE0kuci7vuJ,,,,,48.4992981,-123.4002991,test,,1,3,2,2,5,5,2,2,5,3,2,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_afs6OxZHm3iaLf7,,,,,48.4992981,-123.4002991,test,,5,3,5,3,2,4,2,5,2,3,1,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_0SxcPa7swlVSGot,,,,,48.4992981,-123.4002991,test,,1,4,5,2,3,1,1,1,4,3,4,3
