StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SAS_1,SAS_2,SAS_3,SAS_4,SAS_5,SAS_6,SAS_7,SAS_8,SAS_9,SAS_10,SAS_11,SAS_12,SAS_13,SAS_14,SAS_15,SAS_16,SAS_17,SAS_18,SAS_19,SAS_20,SAS_21,SAS_22,SAS_23
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9yN2FsbRmngEovj,,,,,48.4992981,-123.4002991,test,,3,3,3,4,5,1,2,5,3,5,1,4,2,5,4,4,2,1,3,2,1,3,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8qckwiN0R5SDz25,,,,,48.4992981,-123.4002991,test,,1,1,2,1,4,1,3,3,5,4,3,5,3,5,4,3,2,4,5,4,3,5,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_39svo9UDHQxtGSN,,,,,48.4992981,-123.4002991,test,,1,2,4,3,5,2,5,4,3,3,1,5,3,1,5,5,4,5,2,4,1,3,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3HT7OoxWv10c26p,,,,,48.4992981,-123.4002991,test,,1,2,3,1,1,5,3,2,5,1,2,2,3,3,5,3,3,4,4,2,5,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4T1DHWwZ4M8xpPv,,,,,48.4992981,-123.4002991,test,,3,4,5,4,1,4,3,1,1,5,4,5,3,4,2,1,5,3,1,3,5,5,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cOU6c75wqkHud3D,,,,,48.4992981,-123.4002991,test,,5,5,4,4,5,4,3,3,3,2,5,4,5,5,3,3,2,4,3,4,4,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4GfOIlkxdogGIrH,,,,,48.4992981,-123.4002991,test,,2,1,5,5,3,3,3,1,4,2,4,5,1,5,4,2,3,2,4,2,4,5,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4Nma4H4Gq9DDxbf,,,,,48.4992981,-123.4002991,test,,5,2,2,4,1,2,3,4,4,4,3,2,5,4,2,2,2,5,3,3,1,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0ALvmEHOQLIGeNL,,,,,48.4992981,-123.4002991,test,,5,4,1,3,2,4,5,5,3,5,2,1,4,4,5,1,3,2,2,4,3,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cYoAITCFLwa4dwx,,,,,48.4992981,-123.4002991,test,,3,4,2,1,5,2,1,4,4,4,1,5,2,3,5,2,4,5,1,1,5,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6hB2nlEitPQwTAx,,,,,48.4992981,-123.4002991,test,,1,4,4,2,2,4,2,5,5,5,4,3,2,5,4,2,1,5,1,4,5,4,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_ezVL5xyD5VIpkc5,,,,,48.4992981,-123.4002991,test,,3,5,2,5,5,3,5,5,3,1,1,4,1,5,5,4,5,3,3,4,4,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eFImA7bYEwETOCh,,,,,48.4992981,-123.4002991,test,,3,1,5,1,4,4,1,4,5,3,2,5,2,2,5,1,5,3,4,5,5,2,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_esnfWAaLdbJAiqN,,,,,48.4992981,-123.4002991,test,,4,3,1,2,5,2,1,5,4,1,5,3,1,2,5,4,4,4,3,4,1,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_bBJqVawEXxDgrAx,,,,,48.4992981,-123.4002991,test,,2,1,4,4,1,1,2,3,3,3,4,4,3,4,1,3,2,5,1,1,5,3,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eEsYNVvDOF3XL3D,,,,,48.4992981,-123.4002991,test,,3,2,3,2,2,2,3,3,2,3,3,4,2,1,3,4,4,1,5,1,5,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_elYvzjcF2HrPMi1,,,,,48.4992981,-123.4002991,test,,2,2,5,1,4,4,2,2,1,5,5,5,2,2,3,2,2,1,5,2,3,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4O2zagsV5JyycyV,,,,,48.4992981,-123.4002991,test,,3,4,5,2,2,1,2,5,5,4,5,5,3,4,5,5,2,2,1,2,2,5,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_787DQh0a1VByAAJ,,,,,48.4992981,-123.4002991,test,,2,4,4,1,1,4,3,3,5,5,4,5,3,2,5,5,5,5,4,2,3,1,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cvY0Uqb99X6nCG9,,,,,48.4992981,-123.4002991,test,,2,4,3,4,1,3,1,2,4,3,4,2,5,5,2,2,3,5,3,3,4,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eLg31Y9T7mnlPjD,,,,,48.4992981,-123.4002991,test,,1,5,3,3,3,1,4,3,2,2,1,1,5,1,5,1,2,1,5,4,1,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6ljKHXThgUkIJEh,,,,,48.4992981,-123.4002991,test,,1,4,1,3,3,1,5,1,4,1,2,4,1,1,4,1,4,1,4,5,1,4,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_2crhFrt3qvOX5m5,,,,,48.4992981,-123.4002991,test,,5,3,1,2,5,5,1,2,5,5,5,5,3,3,2,3,5,1,4,2,3,5,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_82iXMDKZqNt5fJH,,,,,48.4992981,-123.4002991,test,,1,1,4,1,3,4,4,3,2,4,4,4,1,3,5,4,1,2,1,1,2,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3eJ8GcoE2jemmxL,,,,,48.4992981,-123.4002991,test,,5,5,2,3,3,5,2,2,1,3,2,5,3,2,3,3,2,5,1,3,1,3,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8IkjjQ0O65nxKQZ,,,,,48.4992981,-123.4002991,test,,3,3,1,2,3,4,5,1,3,5,2,4,2,4,2,4,2,3,3,5,1,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_81RBiFt7yyp19L7,,,,,48.4992981,-123.4002991,test,,3,1,2,2,2,4,4,3,5,3,5,5,5,5,3,4,3,5,1,2,2,1,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6Ws6kWykIrN4BzT,,,,,48.4992981,-123.4002991,test,,2,1,4,5,2,1,1,3,1,3,5,1,5,1,4,2,4,4,5,2,5,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_d5sygKXhQyypXCt,,,,,48.4992981,-123.4002991,test,,3,3,4,3,5,3,3,2,3,5,1,2,1,2,2,4,1,5,5,5,1,2,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eyg0zNQHbzTmHTT,,,,,48.4992981,-123.4002991,test,,2,1,2,3,2,4,4,2,2,1,5,2,3,3,5,3,5,2,2,2,2,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5vU9RX6ryxdX4wJ,,,,,48.4992981,-123.4002991,test,,4,5,1,4,5,1,1,3,1,4,2,1,3,1,3,3,3,3,1,4,2,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0DojDvQ06uNYNpj,,,,,48.4992981,-123.4002991,test,,4,1,5,3,2,4,5,5,5,5,3,2,2,5,1,4,2,1,5,4,3,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cI1Im1M7QHYIvk1,,,,,48.4992981,-123.4002991,test,,2,1,5,1,4,2,5,2,2,4,4,2,4,4,5,2,3,2,4,5,4,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6gwOlb0APjONWkt,,,,,48.4992981,-123.4002991,test,,1,2,4,3,5,2,4,5,1,1,2,2,5,5,5,2,2,3,3,3,4,1,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eIZheERpQteSvGt,,,,,48.4992981,-123.4002991,test,,2,2,3,3,1,5,2,2,2,1,3,3,1,4,2,5,1,1,2,3,1,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1XR3MvsatR90fe5,,,,,48.4992981,-123.4002991,test,,1,1,5,1,1,1,5,1,5,3,1,1,2,3,5,2,4,3,2,5,5,4,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5dvqVgWNz9QSZG5,,,,,48.4992981,-123.4002991,test,,3,5,2,5,1,4,5,2,3,1,5,5,1,2,2,1,3,4,3,4,5,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_bJhONL24fY0m4df,,,,,48.4992981,-123.4002991,test,,5,5,2,2,5,1,2,1,3,4,5,5,2,4,1,5,2,5,2,4,1,2,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9zz08AJIGSg7zjD,,,,,48.4992981,-123.4002991,test,,5,4,3,2,1,4,2,2,4,1,1,2,2,5,5,5,1,4,3,2,4,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_6gJZ5OEn5Ide6pf,,,,,48.4992981,-123.4002991,test,,4,3,4,5,3,4,2,1,3,2,5,2,2,4,5,4,5,4,3,1,2,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6PttgW2F1PYMgAZ,,,,,48.4992981,-123.4002991,test,,3,3,2,1,1,2,1,2,4,4,1,5,3,5,5,5,3,2,1,4,2,1,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_efk5qodbprvWgp7,,,,,48.4992981,-123.4002991,test,,2,2,3,4,1,2,1,5,5,2,2,2,5,5,4,5,3,4,4,5,4,4,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5ajRkHL74ri0621,,,,,48.4992981,-123.4002991,test,,2,5,2,1,3,4,1,2,5,5,5,5,5,5,2,3,2,4,5,3,2,1,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_7ZKTvfEy8fM2uX3,,,,,48.4992981,-123.4002991,test,,3,4,5,1,5,1,2,5,2,2,4,3,3,5,4,3,1,3,2,4,5,4,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eh555n0KMaIaaah,,,,,48.4992981,-123.4002991,test,,2,5,5,5,1,3,1,5,3,5,3,2,1,1,3,4,3,3,2,4,2,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8G19eVvLP6oDFPf,,,,,48.4992981,-123.4002991,test,,5,4,3,1,1,4,3,4,4,1,5,3,5,1,5,2,5,1,1,2,2,3,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0eT07oUOTOoBreJ,,,,,48.4992981,-123.4002991,test,,3,2,4,4,4,2,2,1,4,5,4,2,4,5,1,4,3,5,2,3,1,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_a4fbIp38isEJI0d,,,,,48.4992981,-123.4002991,test,,5,2,2,4,5,1,1,4,1,4,5,2,1,4,1,1,2,1,3,4,2,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0DnIRphxcc3953v,,,,,48.4992981,-123.4002991,test,,5,3,2,2,3,4,4,2,3,3,3,3,3,1,4,3,3,5,2,3,5,5,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8kmIlxK6uiNk8Fn,,,,,48.4992981,-123.4002991,test,,5,2,3,2,5,3,3,1,2,4,3,1,1,3,3,3,2,1,4,2,1,1,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1M0mb2cRUJ4tfmd,,,,,48.4992981,-123.4002991,test,,2,4,2,4,3,1,4,1,1,4,4,5,3,3,1,5,2,5,1,1,1,5,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cC3resPxL4srrnL,,,,,48.4992981,-123.4002991,test,,5,4,5,1,2,3,5,2,3,3,1,5,4,4,3,3,3,4,1,5,3,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_ewEta8skTvYDpNH,,,,,48.4992981,-123.4002991,test,,5,4,1,3,2,2,1,4,3,3,2,2,4,4,3,4,2,5,1,5,1,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_a3pLBpnosE1OQap,,,,,48.4992981,-123.4002991,test,,5,2,2,4,1,1,1,5,5,3,5,3,2,3,4,1,2,5,1,5,3,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eYgubFDCXaIQTyt,,,,,48.4992981,-123.4002991,test,,4,2,1,4,4,2,2,5,3,1,1,1,4,4,1,3,4,1,5,1,3,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eVG2KV2Rf1XGVTv,,,,,48.4992981,-123.4002991,test,,2,1,3,3,4,1,2,1,3,5,5,1,2,5,2,5,1,5,5,1,2,1,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3lstRrdBoU0xTuZ,,,,,48.4992981,-123.4002991,test,,3,2,1,3,2,1,2,5,5,1,4,4,1,3,5,3,4,2,2,5,4,2,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_dduZTEkwWhA4qot,,,,,48.4992981,-123.4002991,test,,3,3,2,4,5,2,3,4,1,3,1,2,4,1,5,5,5,1,3,5,1,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cFJJ4D3GonaFWHb,,,,,48.4992981,-123.4002991,test,,3,1,1,3,2,4,3,2,4,1,5,1,3,2,3,3,3,3,5,4,2,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3efNzb6ONPs4ch7,,,,,48.4992981,-123.4002991,test,,2,5,5,5,4,2,3,2,1,5,1,4,3,3,2,2,1,4,3,2,2,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_czE3DQDM2zn4JrD,,,,,48.4992981,-123.4002991,test,,2,3,5,5,1,4,4,2,5,1,5,3,1,2,5,3,4,5,3,4,1,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_a31Yd8wJcnasEQZ,,,,,48.4992981,-123.4002991,test,,4,5,1,3,4,4,3,4,4,4,2,2,5,1,2,1,1,2,2,1,1,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3OZvKZXfKgZEmc5,,,,,48.4992981,-123.4002991,test,,3,2,1,4,1,1,1,2,2,4,2,4,1,5,1,1,1,4,5,4,2,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8v3WRTzHfXrCpkV,,,,,48.4992981,-123.4002991,test,,3,1,4,2,3,2,2,4,2,5,3,4,5,4,2,3,4,2,4,4,3,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4NM8TQzhBeZISLH,,,,,48.4992981,-123.4002991,test,,3,5,5,3,3,5,4,3,5,1,4,1,3,4,1,4,1,2,5,3,2,5,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_bsA3Vm6cXGfr4Oh,,,,,48.4992981,-123.4002991,test,,3,1,2,5,3,1,4,5,1,3,1,1,5,3,1,2,1,2,5,5,2,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_51DQD3RZ49DfuBf,,,,,48.4992981,-123.4002991,test,,4,2,3,4,1,1,1,2,3,1,4,4,3,5,3,3,4,2,2,1,5,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_cCRXctHnLLhqR5H,,,,,48.4992981,-123.4002991,test,,4,5,1,5,5,1,5,3,1,4,3,1,1,1,5,4,4,5,5,3,2,4,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4TMuuGpTxAcwj2d,,,,,48.4992981,-123.4002991,test,,1,5,5,1,4,3,3,3,3,3,5,4,4,3,5,5,1,1,5,2,1,4,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8iaKFLwIHun8kq9,,,,,48.4992981,-123.4002991,test,,1,3,5,1,1,3,2,5,1,3,1,5,3,4,1,4,1,4,5,1,2,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3PJV8iSSsmIjuF7,,,,,48.4992981,-123.4002991,test,,1,2,2,2,1,2,1,3,5,4,5,1,4,5,3,2,4,5,4,5,5,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_2oe0uZbFTdvaX2J,,,,,48.4992981,-123.4002991,test,,2,1,2,1,3,4,1,5,1,3,5,3,4,4,4,4,1,1,5,4,4,1,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9ymqXaQnmFo3TE1,,,,,48.4992981,-123.4002991,test,,4,4,5,1,1,3,3,5,3,5,5,5,2,3,1,4,4,5,4,4,1,3,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5gmLef4V3w1XecZ,,,,,48.4992981,-123.4002991,test,,4,4,5,5,4,3,2,2,4,5,3,3,1,3,4,4,3,5,5,3,2,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9RZa02tCBcD32fj,,,,,48.4992981,-123.4002991,test,,2,3,5,1,4,3,1,5,2,2,3,4,5,1,3,2,1,1,3,3,3,2,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5mULkRZECqFHu3H,,,,,48.4992981,-123.4002991,test,,1,4,5,3,4,5,4,1,1,5,2,5,4,1,4,1,4,2,4,2,4,5,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_7PedOcTUNGHvpbf,,,,,48.4992981,-123.4002991,test,,1,2,4,5,4,1,5,5,5,1,3,1,1,3,4,2,3,5,5,5,1,2,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_d5qskax9j8LAoyF,,,,,48.4992981,-123.4002991,test,,2,2,3,3,1,4,4,2,4,2,5,3,3,3,4,3,1,3,2,5,3,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cIwrn86ajm0n8uF,,,,,48.4992981,-123.4002991,test,,3,3,3,1,1,5,4,3,1,4,3,2,5,1,5,2,5,4,1,2,5,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_2uCB1aZDjCxOm21,,,,,48.4992981,-123.4002991,test,,2,2,5,4,3,1,4,4,4,4,2,2,2,4,3,4,2,3,4,2,2,4,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9uZvG1SvQhX1cQ5,,,,,48.4992981,-123.4002991,test,,3,4,5,4,3,3,1,3,3,4,4,3,1,5,3,3,2,3,2,1,1,3,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1BNUL45pOcy7zsp,,,,,48.4992981,-123.4002991,test,,5,5,2,3,5,1,1,4,3,5,3,1,1,2,3,4,3,5,2,2,5,4,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9nud9MkqQkK0kpn,,,,,48.4992981,-123.4002991,test,,1,3,4,4,1,2,5,5,1,4,1,2,3,5,2,5,5,1,5,5,5,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_2nmScVNSG37cUfz,,,,,48.4992981,-123.4002991,test,,4,2,2,2,4,5,5,5,4,1,1,2,2,5,1,1,2,4,5,3,3,5,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9TQYApf0b9cBny5,,,,,48.4992981,-123.4002991,test,,5,1,3,3,3,3,3,1,1,5,2,3,1,4,2,2,1,1,1,4,5,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_2nxbsvyTwHS6cGF,,,,,48.4992981,-123.4002991,test,,3,3,5,1,3,1,1,3,1,4,2,2,4,2,5,3,3,5,2,4,2,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9ot93akZHWKK6ON,,,,,48.4992981,-123.4002991,test,,2,5,4,3,1,3,4,4,1,2,3,3,4,5,3,4,3,2,1,4,1,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_71h0E2gFqCjtWL3,,,,,48.4992981,-123.4002991,test,,5,2,1,5,3,4,3,5,2,5,2,4,5,5,3,4,2,5,3,4,2,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0MwDtyhZBQS17pj,,,,,48.4992981,-123.4002991,test,,3,2,2,1,2,1,5,2,3,5,5,2,2,5,4,4,2,4,1,1,2,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_7aFKRzem3Ue11lz,,,,,48.4992981,-123.4002991,test,,3,2,3,3,2,3,3,4,1,1,3,3,5,2,1,5,2,5,1,4,3,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_01ZjX86SrR0O3WJ,,,,,48.4992981,-123.4002991,test,,4,2,4,3,4,1,4,2,3,5,5,3,2,2,4,3,5,2,1,2,3,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6XbNqElgi1ZqDIN,,,,,48.4992981,-123.4002991,test,,4,4,2,1,4,4,5,2,1,5,4,4,2,2,5,1,5,4,3,2,3,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1O0A1MmWikUeEWp,,,,,48.4992981,-123.4002991,test,,1,4,3,3,5,5,4,1,2,3,3,1,1,3,2,5,2,1,2,3,5,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_d4lgz3dLZncNPZH,,,,,48.4992981,-123.4002991,test,,3,4,1,3,1,2,2,1,2,1,3,1,2,5,2,5,1,4,1,3,3,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1XsgxoU40KhVVPf,,,,,48.4992981,-123.4002991,test,,1,5,2,1,4,5,4,5,4,1,2,3,4,2,2,4,3,2,2,5,3,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cZatAslvbOszno1,,,,,48.4992981,-123.4002991,test,,4,1,2,1,2,4,3,1,5,2,5,3,5,1,2,3,2,5,1,1,4,2,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3QV0n8QaSTc8hTv,,,,,48.4992981,-123.4002991,test,,1,1,4,5,1,2,2,2,2,5,2,1,4,4,2,3,4,5,2,1,4,4,1
