StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,MCASS_1,MCASS_2,MCASS_3,MCASS_4,MCASS_5,MCASS_6,MCASS_7,MCASS_8,MCASS_9,MCASS_10,MCASS_11
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_effaQGEnqkW3cnb,,,,,48.4992981,-123.4002991,test,,1,4,4,3,3,5,3,1,2,4,2
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_b24TzAD8kNHlW4d,,,,,48.4992981,-123.4002991,test,,5,2,2,4,5,4,3,3,1,1,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_e3OPP7c7Y27yuUJ,,,,,48.4992981,-123.4002991,test,,2,4,2,1,5,1,2,2,2,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_8itSUIkAvPU21cp,,,,,48.4992981,-123.4002991,test,,4,1,2,4,4,1,1,2,2,2,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_1HcmIogMLRBKqyN,,,,,48.4992981,-123.4002991,test,,2,4,1,2,4,5,4,3,2,1,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_8q5e49hXiKEeopn,,,,,48.4992981,-123.4002991,test,,4,4,1,2,4,5,2,5,4,2,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_3xesQZCEM45bFYN,,,,,48.4992981,-123.4002991,test,,1,3,2,5,1,5,4,1,2,1,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_9AA5KI30gWjpVw9,,,,,48.4992981,-123.4002991,test,,5,5,4,4,3,1,4,5,1,3,2
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_9nQ8tAq5yElPPSZ,,,,,48.4992981,-123.4002991,test,,3,1,1,5,2,4,5,1,1,4,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_43n8yaW2LHertZP,,,,,48.4992981,-123.4002991,test,,5,1,5,1,1,4,5,1,5,2,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_e5JiswdjfcC4dM1,,,,,48.4992981,-123.4002991,test,,2,3,3,3,4,2,4,4,5,3,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_02skWGGFM0E6V4F,,,,,48.4992981,-123.4002991,test,,1,3,1,5,5,3,1,4,1,4,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_dgld3I9NKHiYmrj,,,,,48.4992981,-123.4002991,test,,4,4,5,2,5,4,2,1,1,2,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_3VIR7En1axCahrn,,,,,48.4992981,-123.4002991,test,,5,2,2,3,3,1,2,3,5,1,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_3pII9L45UBXLBK5,,,,,48.4992981,-123.4002991,test,,1,3,4,5,5,3,1,1,4,1,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_3QaJOrxyRLeJTlb,,,,,48.4992981,-123.4002991,test,,4,3,4,2,5,2,3,1,3,4,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_0P4xulJQ2kL8F6d,,,,,48.4992981,-123.4002991,test,,4,5,4,5,3,4,1,3,4,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_9Spu7rY6FbvKDbL,,,,,48.4992981,-123.4002991,test,,1,4,1,4,5,5,2,2,4,3,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_06Pl2bUIo5kOxy5,,,,,48.4992981,-123.4002991,test,,5,2,5,1,1,4,3,1,3,3,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_cJ8trkAOFd3e1XD,,,,,48.4992981,-123.4002991,test,,4,5,2,5,5,4,3,3,2,4,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_0TIYMDEq1yPnTz7,,,,,48.4992981,-123.4002991,test,,3,4,2,4,5,5,1,2,4,5,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_8C7DmWuuzJIdhxr,,,,,48.4992981,-123.4002991,test,,2,3,5,1,4,5,3,2,1,5,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,1,1,2019-07-17 16:06,R_1HxuMmFo47mNxdP,,,,,48.4992981,-123.4002991,test,,1,3,5,1,1,4,3,4,2,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_blN6xLvj48FTqcJ,,,,,48.4992981,-123.4002991,test,,4,2,4,4,3,3,5,2,3,1,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_38hcp9MJ7loIqDX,,,,,48.4992981,-123.4002991,test,,4,4,1,4,4,2,4,5,5,2,2
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_eUI0PyCfXYopAQR,,,,,48.4992981,-123.4002991,test,,5,5,2,1,4,5,5,1,5,2,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_3Xl53mxSY2DQPLn,,,,,48.4992981,-123.4002991,test,,5,2,2,2,4,5,1,3,3,5,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_8pEWaTr5Ja5oIFD,,,,,48.4992981,-123.4002991,test,,3,1,2,5,5,5,2,3,2,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_9z4f41iLL7iDVYx,,,,,48.4992981,-123.4002991,test,,3,1,4,1,4,3,2,1,2,4,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_0MmttS3QncxrgJT,,,,,48.4992981,-123.4002991,test,,1,1,3,4,5,1,1,5,1,3,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_eb2O5hKSK5kqaGN,,,,,48.4992981,-123.4002991,test,,1,5,3,1,1,3,1,2,5,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_b2sDjhs3KssYjSl,,,,,48.4992981,-123.4002991,test,,5,1,2,2,4,5,2,2,3,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_bw8m1j36YyLbJbv,,,,,48.4992981,-123.4002991,test,,4,1,4,3,2,3,5,1,5,3,2
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_eFJVlGifnVlpHiB,,,,,48.4992981,-123.4002991,test,,4,3,1,2,2,3,4,3,1,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_eqvhBVJhbJkW9Yp,,,,,48.4992981,-123.4002991,test,,3,5,1,5,1,3,1,1,3,1,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_88KterpKFnXpVnn,,,,,48.4992981,-123.4002991,test,,2,5,3,1,4,3,5,4,3,1,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_74eukoky2ea4dCJ,,,,,48.4992981,-123.4002991,test,,1,4,4,4,4,2,5,3,5,3,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_3ZOKNrsuj055suV,,,,,48.4992981,-123.4002991,test,,3,3,3,5,2,1,3,2,3,5,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_8xeMew9H3DeCcDz,,,,,48.4992981,-123.4002991,test,,4,4,4,3,5,4,1,1,2,2,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_73S0TD4MdhjYgxD,,,,,48.4992981,-123.4002991,test,,1,4,3,5,2,4,5,2,2,1,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_8Hzr49oqA61jyaF,,,,,48.4992981,-123.4002991,test,,3,3,4,2,2,1,1,1,1,4,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_5uSWmpXFMFLYwVn,,,,,48.4992981,-123.4002991,test,,2,5,1,5,4,1,2,2,2,1,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_7al3UYq9Bsh5Vw9,,,,,48.4992981,-123.4002991,test,,2,2,2,5,2,2,5,5,4,3,5
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_6P5qyJuNdDXcGZT,,,,,48.4992981,-123.4002991,test,,3,5,4,2,4,2,3,1,2,2,2
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_03qE69OglHpe7Ih,,,,,48.4992981,-123.4002991,test,,2,5,3,2,4,3,5,5,2,5,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_9KU99mV9lyLO0oB,,,,,48.4992981,-123.4002991,test,,5,1,2,2,2,3,2,3,4,2,3
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_bKq4VUto9fgnLH7,,,,,48.4992981,-123.4002991,test,,3,2,1,2,3,1,5,2,2,5,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_1yTkqIhGiQ1AJ93,,,,,48.4992981,-123.4002991,test,,1,1,1,2,3,2,5,4,5,2,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_4GVYiHdirPV0TJz,,,,,48.4992981,-123.4002991,test,,3,3,5,4,3,3,1,4,1,3,4
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_e5ahngDT6WJ8z41,,,,,48.4992981,-123.4002991,test,,1,4,1,3,3,3,3,1,3,5,2
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:06,R_ahhUAg55eazTyFD,,,,,48.4992981,-123.4002991,test,,3,5,1,4,5,5,1,5,1,3,1
2019-07-17 16:06,2019-07-17 16:06,2,,100,0,1,2019-07-17 16:07,R_aaFjgpKO9fLBVIx,,,,,48.4992981,-123.4002991,test,,5,2,1,1,4,1,3,5,4,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5pfKfpmJ6tdIiUJ,,,,,48.4992981,-123.4002991,test,,3,2,5,4,3,2,5,4,4,1,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0uiqUPf1qEwtg21,,,,,48.4992981,-123.4002991,test,,3,2,5,4,4,5,3,5,1,2,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_8f5uSqFfjYmnHjD,,,,,48.4992981,-123.4002991,test,,5,4,5,5,5,3,1,4,1,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_7WcBuiecqffifYh,,,,,48.4992981,-123.4002991,test,,1,3,3,2,4,5,4,3,3,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_bmCvNqojsetlTRX,,,,,48.4992981,-123.4002991,test,,2,2,3,2,4,4,5,4,3,3,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3HMwVdUtxGQOndz,,,,,48.4992981,-123.4002991,test,,2,1,3,1,3,5,4,4,3,5,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3rV767piDJLrhXf,,,,,48.4992981,-123.4002991,test,,3,1,2,5,2,5,5,4,2,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_23iuKTQkBIKr6VD,,,,,48.4992981,-123.4002991,test,,2,2,3,3,4,5,1,1,1,1,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_8A45nxgk5qj2gmx,,,,,48.4992981,-123.4002991,test,,1,3,2,5,3,4,4,4,3,5,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_8J1ds3D4EzJd3Mx,,,,,48.4992981,-123.4002991,test,,4,4,4,3,1,5,1,4,2,2,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_7PszYreY53hSZrn,,,,,48.4992981,-123.4002991,test,,4,1,5,1,4,3,2,5,2,4,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_56JrYxQUYscGItL,,,,,48.4992981,-123.4002991,test,,1,3,3,2,2,1,1,4,3,5,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3q4WAwzRV620c29,,,,,48.4992981,-123.4002991,test,,3,2,5,5,3,2,1,3,4,5,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_dp1NcJH8Vgd5bjD,,,,,48.4992981,-123.4002991,test,,2,5,1,2,4,2,2,3,1,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_38UOlNhS87BXGU5,,,,,48.4992981,-123.4002991,test,,4,2,2,4,4,3,5,3,2,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_dgtCRA0EUiWp0C9,,,,,48.4992981,-123.4002991,test,,1,3,3,2,5,4,1,1,5,1,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3rXSGL7UsNytRkh,,,,,48.4992981,-123.4002991,test,,1,1,2,4,4,4,4,1,2,5,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5bVISkSOQ7AVkot,,,,,48.4992981,-123.4002991,test,,5,3,1,3,2,5,1,5,4,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9AXr4ApvLR9yu0Z,,,,,48.4992981,-123.4002991,test,,5,1,1,2,1,1,2,1,3,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0jonFvFnzEXjvVP,,,,,48.4992981,-123.4002991,test,,5,3,4,3,4,1,1,3,2,2,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5AOSP74HaYwtTCJ,,,,,48.4992981,-123.4002991,test,,3,5,2,1,4,5,1,5,3,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6W0WhNU2FpxxpKB,,,,,48.4992981,-123.4002991,test,,5,1,3,1,5,1,2,3,3,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_77mKgD0O1abUlzn,,,,,48.4992981,-123.4002991,test,,4,4,5,2,2,1,1,2,2,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_bynoATfxR8pOALz,,,,,48.4992981,-123.4002991,test,,3,1,5,5,3,2,2,2,5,1,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_a5WdqSFKfr0rbJX,,,,,48.4992981,-123.4002991,test,,4,4,1,4,1,4,1,4,3,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eRHnMwLismcZZZ3,,,,,48.4992981,-123.4002991,test,,2,2,3,3,5,3,5,2,3,4,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5C3Hw7yFVO0fZIN,,,,,48.4992981,-123.4002991,test,,4,4,2,4,5,5,4,3,1,3,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_796Ng85zNw7YkxT,,,,,48.4992981,-123.4002991,test,,3,4,3,2,2,5,3,2,3,3,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_b3YIEeS7OofVQfX,,,,,48.4992981,-123.4002991,test,,3,1,5,3,2,5,3,1,1,1,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3xW6dq3nYc5wflP,,,,,48.4992981,-123.4002991,test,,2,2,5,2,3,1,4,2,4,5,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_bJza4DQZ4vnaeAB,,,,,48.4992981,-123.4002991,test,,4,2,2,1,4,1,1,3,3,2,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eyNGV871NuqHwoZ,,,,,48.4992981,-123.4002991,test,,3,5,1,4,5,4,1,2,5,5,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_e38lRQNDyhuD8BT,,,,,48.4992981,-123.4002991,test,,4,3,3,5,3,2,4,3,1,3,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eg1ixTvVBQQw4Ch,,,,,48.4992981,-123.4002991,test,,5,3,1,4,2,4,4,3,2,5,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9SvnBSUt7p1Zutf,,,,,48.4992981,-123.4002991,test,,3,2,5,4,2,3,3,3,3,5,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_2tK3Rtu4QUGADvT,,,,,48.4992981,-123.4002991,test,,5,3,5,1,2,3,1,3,3,1,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9t8dclKftucBjsF,,,,,48.4992981,-123.4002991,test,,1,1,5,1,2,5,1,4,1,3,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6eOe6RVz5Q2XpNb,,,,,48.4992981,-123.4002991,test,,2,3,3,3,3,1,3,4,2,4,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0BxCzD8udKJlxUp,,,,,48.4992981,-123.4002991,test,,5,5,2,4,2,1,2,3,4,4,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_ezHXGQJszqmtQFv,,,,,48.4992981,-123.4002991,test,,4,3,1,5,5,4,3,4,2,3,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3KmOR8MrMsNJqQJ,,,,,48.4992981,-123.4002991,test,,3,2,4,3,5,5,3,1,3,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_50EwgEZCZMyownz,,,,,48.4992981,-123.4002991,test,,4,1,2,4,5,4,3,3,5,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_dj4lMus5IqIIKmF,,,,,48.4992981,-123.4002991,test,,4,1,1,5,4,5,2,4,2,2,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_50cyrS9jhFwDn4p,,,,,48.4992981,-123.4002991,test,,3,4,3,3,1,3,2,3,2,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6KAzWyLvkLW7rXn,,,,,48.4992981,-123.4002991,test,,4,1,3,5,5,2,1,2,5,3,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_cx1XEsFxGIw0mB7,,,,,48.4992981,-123.4002991,test,,3,2,3,4,4,4,2,2,3,1,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9oBVHYkwVG1shut,,,,,48.4992981,-123.4002991,test,,4,1,3,5,3,5,5,1,5,2,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_8I04oN8HTLkPmLj,,,,,48.4992981,-123.4002991,test,,4,5,4,2,5,2,2,4,4,5,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6WsFnUUMroQJUCF,,,,,48.4992981,-123.4002991,test,,3,3,3,3,2,3,1,4,1,1,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eV9mslmxmd4A0hT,,,,,48.4992981,-123.4002991,test,,5,3,1,1,1,2,4,2,4,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9AlsUHdPgFHt6vj,,,,,48.4992981,-123.4002991,test,,1,1,3,1,2,4,3,3,1,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6SFVxYRC2cYqneB,,,,,48.4992981,-123.4002991,test,,2,4,1,4,1,1,3,3,1,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0wW7yCxFjYyFJmR,,,,,48.4992981,-123.4002991,test,,1,2,5,1,3,1,2,1,2,4,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eKHc1pFaKQBLqLP,,,,,48.4992981,-123.4002991,test,,4,3,3,1,3,5,5,5,1,3,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6yTiT2JYCo2pHlX,,,,,48.4992981,-123.4002991,test,,5,1,5,2,3,2,5,5,5,2,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_cZbacQWRSlVEV9j,,,,,48.4992981,-123.4002991,test,,3,5,3,1,2,5,2,4,5,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_2ivawKmKbRFKtBH,,,,,48.4992981,-123.4002991,test,,3,1,4,3,5,3,1,3,1,4,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6SuDZGSGL9cSxHT,,,,,48.4992981,-123.4002991,test,,4,1,5,5,4,1,2,3,2,4,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_b8fc9fKZQV2hIOh,,,,,48.4992981,-123.4002991,test,,2,2,1,5,4,2,1,4,1,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9oBQ9bABIpkvzQ9,,,,,48.4992981,-123.4002991,test,,3,4,5,5,5,4,3,5,4,3,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_2nQdubFKtR15dxr,,,,,48.4992981,-123.4002991,test,,1,4,1,3,4,4,5,1,3,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5hEkmNnX0kTX0Kp,,,,,48.4992981,-123.4002991,test,,3,1,1,5,5,1,2,1,2,4,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3pxK0h6y3m3BaUl,,,,,48.4992981,-123.4002991,test,,5,5,3,4,4,1,1,1,4,3,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6M97ze228f5Gq9v,,,,,48.4992981,-123.4002991,test,,3,1,1,2,5,3,2,4,2,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_e2IdlYIsnaYpr3T,,,,,48.4992981,-123.4002991,test,,2,4,5,3,4,3,3,5,3,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9EUDoVvUuexa6Gh,,,,,48.4992981,-123.4002991,test,,3,4,4,4,2,4,1,2,5,5,4
