StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SCIRS_1,SCIRS_2,SCIRS_3,SCIRS_4,SCIRS_5,SCIRS_6,SCIRS_7,SCIRS_8,SCIRS_9,SCIRS_10,SCIRS_11,SCIRS_12,SCIRS_13,SCIRS_14,SCIRS_15,SCIRS_16,SCIRS_17,SCIRS_18,SCIRS_19,SCIRS_20,SCIRS_21,SCIRS_22,SCIRS_23,SCIRS_24,SCIRS_25,SCIRS_26,SCIRS_27,SCIRS_28,SCIRS_29,SCIRS_30,SCIRS_31,SCIRS_32,SCIRS_33,SCIRS_34
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_8I00r58q4yW3t8F,,,,,48.44960022,-123.302597,test,,3,2,3,3,3,3,0,5,5,1,2,0,4,2,2,2,1,5,4,5,0,4,1,1,5,2,2,2,3,4,0,0,1,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_8nTgckDilmCDsA5,,,,,48.44960022,-123.302597,test,,2,5,4,5,0,3,2,1,3,3,2,5,2,3,2,0,1,5,2,0,2,2,3,0,3,5,2,1,4,2,5,0,4,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_86yRAdnaFyg5b3n,,,,,48.44960022,-123.302597,test,,0,3,4,3,3,3,1,3,0,0,3,0,3,2,4,2,1,1,0,3,0,0,1,3,3,3,1,5,0,5,4,0,2,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_73zlnwmiyNZJqjb,,,,,48.44960022,-123.302597,test,,2,3,3,3,0,0,0,4,0,1,5,1,5,4,5,0,3,4,3,4,4,2,4,1,3,1,0,1,0,4,3,4,2,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_1UqkAzcfezdbAhf,,,,,48.44960022,-123.302597,test,,3,4,1,3,3,0,2,3,4,5,0,4,5,5,4,0,1,3,0,4,4,1,2,2,1,5,1,2,0,3,0,2,3,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_0VRZMGGRyvST5VH,,,,,48.44960022,-123.302597,test,,4,3,5,0,3,3,4,3,3,0,2,4,4,2,5,0,3,1,2,4,3,2,3,1,1,4,4,5,5,0,2,4,2,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_bwMtordGfvXEEbX,,,,,48.44960022,-123.302597,test,,2,3,4,4,4,3,0,0,4,1,4,5,4,2,4,1,5,1,0,1,3,5,4,2,5,1,0,4,0,0,0,0,0,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_b71dFVp7GVvJUiN,,,,,48.44960022,-123.302597,test,,3,3,3,3,5,5,0,3,0,3,4,4,4,2,0,5,4,5,5,4,1,2,0,0,0,0,2,3,3,3,5,1,1,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_5mv7DNJ9CuS0MuN,,,,,48.44960022,-123.302597,test,,0,1,0,0,4,5,0,4,5,0,4,1,4,1,1,4,1,0,0,5,0,1,5,3,4,0,2,0,5,4,1,3,4,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_bgfLJNnIz9llLfL,,,,,48.44960022,-123.302597,test,,1,0,1,1,2,3,2,4,3,2,1,1,4,2,3,1,1,1,4,3,3,2,2,1,2,3,0,2,2,3,0,3,3,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_0SMwthXkje0RRQh,,,,,48.44960022,-123.302597,test,,4,3,2,2,1,1,5,3,5,5,2,0,1,1,1,4,4,4,3,4,0,2,1,3,1,4,1,1,0,1,1,2,0,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_aWQvQXUOzBRIVk9,,,,,48.44960022,-123.302597,test,,0,3,5,5,2,5,2,0,5,4,5,2,1,2,0,3,3,4,3,3,2,0,4,1,1,5,5,5,1,1,5,3,3,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_4PckGD0X4zyqSiN,,,,,48.44960022,-123.302597,test,,0,5,3,3,5,1,2,0,4,2,1,1,3,2,3,0,5,1,4,1,2,3,5,1,5,4,0,3,1,0,4,4,5,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_6Vdmw17rkMYZSDP,,,,,48.44960022,-123.302597,test,,2,5,2,0,2,2,0,0,0,4,0,3,4,4,3,3,4,0,0,1,1,5,2,5,1,3,0,4,0,5,3,2,1,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_7ajAJd3bW9d6BjD,,,,,48.44960022,-123.302597,test,,3,0,4,1,5,1,1,0,5,0,5,4,1,1,3,5,3,1,2,1,1,3,1,1,3,3,4,5,3,1,1,5,5,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_eJUT8EK5AKVkQ5v,,,,,48.44960022,-123.302597,test,,2,5,4,2,0,3,2,0,5,5,4,1,0,2,5,4,3,1,2,3,2,4,5,1,0,2,3,3,2,4,4,1,2,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_0NfHGb1lJILWlJX,,,,,48.44960022,-123.302597,test,,3,0,1,2,0,0,1,3,0,0,0,3,5,3,2,1,1,0,4,4,2,5,2,0,4,4,4,4,4,2,4,1,0,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_eW1Hb9YaFGLxZRz,,,,,48.44960022,-123.302597,test,,0,0,4,4,5,0,0,4,1,4,2,4,3,2,2,3,1,4,2,1,0,2,4,1,2,2,2,0,0,5,0,3,2,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_6o1ZEL3xcD4okCN,,,,,48.44960022,-123.302597,test,,2,5,4,5,4,5,0,3,2,2,0,0,5,3,0,1,1,2,4,2,0,3,0,0,0,5,4,2,5,0,1,0,5,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_513aQtRiUdGEIe1,,,,,48.44960022,-123.302597,test,,2,1,0,2,1,1,2,5,4,5,1,0,0,2,5,0,4,2,2,0,5,0,2,0,2,1,5,4,0,1,3,3,5,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_a2A1tI8CiUiMhXD,,,,,48.44960022,-123.302597,test,,3,1,4,5,1,2,2,2,3,1,0,3,5,1,3,0,4,3,0,5,1,2,3,0,3,1,1,3,5,5,1,0,5,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_0fvXvThloKggBcp,,,,,48.44960022,-123.302597,test,,5,2,0,1,4,0,4,5,1,1,3,0,2,2,3,2,1,1,4,5,0,3,2,2,5,3,5,3,4,2,2,0,3,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_ePu0gdVDI5zs2Yl,,,,,48.44960022,-123.302597,test,,2,5,4,1,1,3,0,1,0,1,4,1,4,3,4,4,3,5,2,0,2,1,3,5,5,5,3,0,5,3,1,1,1,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_8hLMqbOtu9Dma8t,,,,,48.44960022,-123.302597,test,,1,3,1,3,5,0,0,2,5,4,5,2,0,1,5,0,3,5,5,3,0,0,5,2,2,5,4,5,3,3,5,2,2,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_2tsAgLob8zCq9ZX,,,,,48.44960022,-123.302597,test,,2,0,4,4,2,2,2,3,3,2,2,0,4,4,2,2,3,0,1,2,1,2,4,0,2,2,5,3,4,1,1,2,2,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_agW6S6ewuK5Dval,,,,,48.44960022,-123.302597,test,,0,1,2,3,4,5,0,0,2,1,4,5,1,4,3,4,0,2,2,4,5,3,2,4,4,1,0,4,0,5,4,1,4,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_8wBihLQpy7aNrKd,,,,,48.44960022,-123.302597,test,,3,0,1,3,0,0,4,3,2,0,3,0,3,3,3,5,4,0,1,2,4,2,3,1,3,4,0,1,2,5,4,0,2,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_cGdf3ZmwxXHl5bL,,,,,48.44960022,-123.302597,test,,5,1,0,5,5,2,3,0,2,5,5,3,2,2,1,1,5,5,0,3,1,5,5,1,3,4,1,2,4,0,5,4,0,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_3ZXYULdPPVGs5g1,,,,,48.44960022,-123.302597,test,,5,3,5,0,1,5,5,0,3,1,4,4,2,4,0,3,2,4,2,2,0,0,1,4,5,0,0,4,1,3,5,4,0,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_7WI7lqzizBmE7yZ,,,,,48.44960022,-123.302597,test,,3,2,4,4,5,1,0,5,4,3,3,5,5,1,0,2,0,5,1,3,1,2,3,5,0,3,5,0,5,5,3,1,2,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_89cz8pMXB3vilMx,,,,,48.44960022,-123.302597,test,,1,5,1,1,4,5,2,0,3,4,3,1,4,3,0,5,1,2,3,5,3,2,4,3,4,2,1,3,4,1,4,0,4,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_3EEvQO6xKSvLq73,,,,,48.44960022,-123.302597,test,,2,1,0,0,3,3,0,2,2,3,5,0,2,4,1,1,2,5,5,1,3,3,3,1,4,3,0,1,0,1,4,5,4,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_6kQCaIW6wbYg4IZ,,,,,48.44960022,-123.302597,test,,5,4,4,4,5,0,3,1,2,3,5,5,4,4,5,4,2,4,5,0,0,0,5,5,1,0,5,2,3,4,1,4,4,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_6FFKKKnKQNg2efH,,,,,48.44960022,-123.302597,test,,1,2,4,2,1,1,2,4,4,0,3,2,2,0,5,5,0,5,0,1,3,2,3,1,1,5,0,5,1,3,2,3,0,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_eJTlq9AstVll6F7,,,,,48.44960022,-123.302597,test,,4,1,3,5,3,4,4,3,4,0,1,0,3,5,3,3,4,1,5,5,2,0,1,0,3,0,4,1,4,1,2,5,2,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,1,1,2019-07-20 12:48,R_bJFBv109QlNdvjT,,,,,48.44960022,-123.302597,test,,1,5,2,5,1,5,0,4,1,4,5,4,0,0,5,2,1,2,3,1,1,1,5,0,5,5,4,1,2,4,2,0,4,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_ewYC4AH09RDSQDP,,,,,48.44960022,-123.302597,test,,1,0,1,2,5,0,4,0,3,0,4,2,5,0,2,3,2,5,3,5,3,2,3,1,1,3,2,1,4,2,3,4,4,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_3VLafDTe1GqKW7b,,,,,48.44960022,-123.302597,test,,1,4,3,3,2,1,5,2,5,2,0,5,5,4,3,4,5,2,1,0,5,3,2,0,4,0,3,2,3,0,4,0,3,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_0k4iZ99huTKC04d,,,,,48.44960022,-123.302597,test,,4,3,5,4,2,2,2,4,2,0,4,0,0,3,1,0,0,0,1,0,1,4,0,2,4,5,2,4,5,0,2,0,1,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_5hSTvXvhrM1sAsd,,,,,48.44960022,-123.302597,test,,4,0,2,1,0,2,3,0,5,2,2,0,3,1,2,5,3,1,4,3,0,2,5,0,5,3,0,3,0,1,5,4,4,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,1,1,2019-07-20 12:48,R_eFF5OgPchqhbpQx,,,,,48.44960022,-123.302597,test,,3,5,5,1,0,2,4,0,5,4,5,4,5,5,5,5,2,2,1,1,1,4,2,4,0,4,5,3,3,0,2,4,5,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_29n4AI81UiXwefb,,,,,48.44960022,-123.302597,test,,1,5,4,0,4,2,5,2,0,5,1,2,4,5,4,1,1,5,0,0,4,0,4,2,5,3,5,1,1,5,3,2,3,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_2nxvjkYsrihx9K5,,,,,48.44960022,-123.302597,test,,3,5,0,2,2,3,1,2,4,5,0,1,4,3,0,0,1,5,3,3,4,5,3,5,5,3,0,2,5,3,2,5,2,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_55D5qvCL1C0Vtd3,,,,,48.44960022,-123.302597,test,,1,0,0,2,5,2,5,0,5,2,5,5,3,1,4,1,3,0,3,2,2,4,0,3,2,1,5,2,5,1,5,4,0,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_eDa2mKc97BluhU1,,,,,48.44960022,-123.302597,test,,4,4,3,4,0,3,4,2,1,3,5,2,0,3,0,2,1,0,0,0,3,4,3,3,3,0,1,1,4,0,3,0,0,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_e3abFy2w48iw4Ul,,,,,48.44960022,-123.302597,test,,3,1,0,2,1,0,5,2,4,4,5,3,0,4,2,5,2,1,4,1,0,2,2,3,2,1,0,0,4,2,1,4,3,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_9oiN17ptaZQptLD,,,,,48.44960022,-123.302597,test,,0,4,4,2,1,3,0,1,5,4,4,3,3,0,5,0,4,1,3,1,3,0,0,5,0,5,4,2,1,1,1,0,4,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_1NCTWCZTebktyGF,,,,,48.44960022,-123.302597,test,,1,5,1,3,1,5,4,1,4,0,2,1,0,1,5,2,4,5,2,5,4,1,3,1,2,0,5,0,3,2,2,3,3,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_4N74fLLwmP41wwZ,,,,,48.44960022,-123.302597,test,,0,0,0,5,3,5,4,0,4,3,5,1,4,1,0,0,4,5,2,5,5,4,0,1,5,3,1,4,3,5,1,2,4,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_7UTD3OS6GjiBryl,,,,,48.44960022,-123.302597,test,,1,2,3,1,1,5,3,1,2,3,4,2,0,0,5,4,0,0,2,0,1,4,1,5,0,4,0,3,0,4,4,4,3,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_e9E9PBl6j26LuRv,,,,,48.44960022,-123.302597,test,,3,3,1,1,2,2,3,0,2,5,5,2,3,4,0,5,5,2,0,2,2,0,3,4,0,0,3,0,3,2,2,3,3,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_55cde8DhjrAsltX,,,,,48.44960022,-123.302597,test,,0,3,0,5,0,3,4,1,4,4,5,5,5,3,4,3,5,0,4,0,2,0,3,5,1,1,0,4,5,3,0,0,3,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_1ST6jinmGW35eKN,,,,,48.44960022,-123.302597,test,,0,5,4,0,3,5,3,2,3,3,1,4,2,2,0,3,2,2,4,3,5,4,0,4,0,2,2,4,2,5,1,3,1,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_3dyS8FgH9pNOciF,,,,,48.44960022,-123.302597,test,,0,4,1,2,1,1,2,4,3,3,2,4,0,4,3,0,2,4,0,2,0,4,3,5,0,2,1,5,2,1,4,0,5,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_0xkNy8LsGI97GEB,,,,,48.44960022,-123.302597,test,,4,0,5,4,4,4,1,3,3,4,3,5,3,3,5,0,1,0,2,2,3,1,4,5,0,0,1,0,0,1,0,5,2,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_4ZKnVWIP3M1Of3v,,,,,48.44960022,-123.302597,test,,2,2,5,1,5,4,0,2,5,1,2,3,2,1,5,5,2,3,1,0,0,3,2,3,1,0,1,4,1,1,0,0,3,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_2fXBnLKCf8Ec5Zr,,,,,48.44960022,-123.302597,test,,0,4,5,3,3,2,3,1,4,5,1,4,5,4,2,1,1,5,5,3,2,0,4,4,3,1,4,5,5,1,1,4,1,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_dnvFnU50RTevqlf,,,,,48.44960022,-123.302597,test,,5,4,1,5,3,5,2,4,1,2,2,3,2,1,4,1,3,3,3,1,4,1,0,3,1,4,2,5,1,4,0,5,0,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_23GbLnpLa20B1lz,,,,,48.44960022,-123.302597,test,,5,4,1,3,5,4,5,1,1,4,5,0,0,1,2,3,3,2,0,3,3,2,0,3,4,4,4,0,3,2,2,0,0,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_7ZCQIbBbsS3vNWd,,,,,48.44960022,-123.302597,test,,4,1,4,2,4,4,2,5,5,0,4,0,4,1,3,0,3,2,0,3,0,0,0,1,2,2,2,3,5,1,5,2,0,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_bsDXgkW0uZrtufj,,,,,48.44960022,-123.302597,test,,1,0,1,3,5,5,1,0,2,5,5,1,4,3,0,5,3,1,5,0,2,3,3,0,5,0,0,2,3,0,5,5,1,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_5zmQkiKAdMf2Fxj,,,,,48.44960022,-123.302597,test,,5,3,3,2,5,2,0,1,5,2,1,2,3,2,5,5,0,4,3,5,0,2,5,5,0,1,4,0,0,3,1,4,0,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_3TQLsOHnruEanMF,,,,,48.44960022,-123.302597,test,,4,3,3,0,1,4,1,5,5,1,2,2,4,0,5,3,1,3,3,3,5,2,3,2,3,0,0,0,1,1,5,0,4,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_513lflbRr04lNhr,,,,,48.44960022,-123.302597,test,,1,4,1,0,3,1,0,2,1,1,1,3,3,0,0,2,3,5,4,0,4,5,3,5,4,2,5,3,5,1,2,5,2,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_bBKFyHOBQa8hHVz,,,,,48.44960022,-123.302597,test,,2,0,5,1,3,1,4,0,2,5,2,1,4,2,3,1,0,3,5,0,0,3,0,2,3,0,5,2,5,4,5,2,3,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_afVt0TetSAqRTz7,,,,,48.44960022,-123.302597,test,,1,3,5,2,5,1,2,5,3,4,4,3,1,2,1,5,5,2,4,2,2,1,0,0,5,0,0,3,5,3,0,4,3,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_71Ewe18q1oVfmcZ,,,,,48.44960022,-123.302597,test,,4,1,2,3,2,2,0,1,2,5,3,5,1,2,3,3,1,0,1,1,3,1,3,0,3,4,1,2,5,5,0,4,0,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_1B2K3zeWqtOYy8Z,,,,,48.44960022,-123.302597,test,,0,5,3,5,0,4,0,5,5,4,0,1,4,0,4,0,4,0,3,2,1,0,5,3,1,3,0,5,0,0,1,3,0,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_0v8LIpNysP8WwgB,,,,,48.44960022,-123.302597,test,,4,1,0,5,3,4,1,2,1,0,2,2,2,0,0,3,3,5,1,4,1,0,2,5,1,4,1,2,1,1,5,4,1,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_cCw25wxLiS3K13n,,,,,48.44960022,-123.302597,test,,4,0,1,0,3,3,5,1,5,5,1,2,4,3,3,4,4,1,5,1,4,4,2,5,5,4,5,4,3,0,4,1,0,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_8qW0TYqSiRjadk9,,,,,48.44960022,-123.302597,test,,5,4,0,2,4,2,4,0,3,3,1,3,0,5,3,2,0,0,0,1,4,3,4,4,4,1,3,3,4,4,4,1,0,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_cu9pBRFGYcFXde5,,,,,48.44960022,-123.302597,test,,2,4,0,1,2,0,5,0,4,0,1,1,0,0,1,0,5,1,0,4,2,1,2,3,4,2,5,2,3,3,2,4,3,4
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_2rFCVWHQu388G3j,,,,,48.44960022,-123.302597,test,,3,5,2,2,1,1,2,5,1,3,0,2,0,0,3,2,2,0,3,2,3,3,3,1,0,4,5,0,1,0,0,3,2,0
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_erqN9DlhoXJt47b,,,,,48.44960022,-123.302597,test,,2,0,0,3,5,4,0,0,3,2,2,5,5,4,0,4,2,4,4,0,5,4,5,0,5,5,0,3,0,3,5,3,5,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_5jo56zBTWaM1BDn,,,,,48.44960022,-123.302597,test,,1,0,3,0,1,5,2,2,5,3,3,5,5,0,3,3,1,0,2,2,0,2,2,3,5,4,1,0,2,0,0,1,1,3
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_emRGYxWInaWpH7v,,,,,48.44960022,-123.302597,test,,3,1,2,3,4,5,1,0,0,4,0,0,4,3,2,1,2,0,4,2,3,1,5,5,2,1,4,2,3,3,0,5,0,5
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_9ySZosMq8htNFFr,,,,,48.44960022,-123.302597,test,,1,5,0,1,0,0,2,0,3,2,3,1,1,0,2,2,5,4,0,4,3,4,4,1,2,2,5,1,0,1,5,2,5,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_blmXKoJBSyBxuCx,,,,,48.44960022,-123.302597,test,,5,2,1,5,0,5,2,4,3,0,1,0,4,4,0,0,3,3,1,2,3,3,1,1,5,3,3,1,0,2,2,1,4,1
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_esNagAsgtAZ7Onz,,,,,48.44960022,-123.302597,test,,3,4,3,5,0,2,4,1,5,3,1,4,2,3,4,4,2,5,4,1,2,3,1,2,3,5,5,0,5,1,5,3,1,2
2019-07-20 12:48,2019-07-20 12:48,2,,100,0,1,2019-07-20 12:48,R_1GoSyVs5UQTBMbz,,,,,48.44960022,-123.302597,test,,1,2,5,4,2,1,4,3,1,0,1,1,2,4,3,1,1,4,3,1,1,2,1,5,4,2,5,4,3,3,5,1,1,1
