StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SCC_P_1,SCC_P_2,SCC_P_3,SCC_P_4,SCC_P_5,SCC_P_6,SCC_P_7,SCC_P_8,SCC_P_9,SCC_P_10,SCC_P_11,SCC_P_12,SCC_P_13,SCC_P_14,SCC_P_15,SCC_P_16,SCC_P_17,SCC_P_18,SCC_P_19,SCC_P_20,SCC_P_21,SCC_P_22,SCC_P_23,SCC_P_24,SCC_P_25,SCC_P_26,SCC_P_27,SCC_P_28,SCC_P_29,SCC_P_30,SCC_P_31,SCC_P_32,SCC_P_33,SCC_P_34,SCC_P_35,SCC_P_36,SCC_P_37,SCC_P_38,SCC_P_39,SCC_P_40,SCC_P_41,SCC_P_42,SCC_P_43,SCC_P_44,SCC_P_45,SCC_P_46,SCC_P_47,SCC_P_48,SCC_P_49,SCC_P_50,SCC_P_51,SCC_P_52,SCC_P_53,SCC_P_54,SCC_P_55,SCC_P_56,Q2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q5
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_55RA6bEiTt4mGLr,,,,,48.41520691,-123.3655014,test,,1,4,0,1,2,3,6,6,2,5,3,1,3,3,1,4,1,2,6,1,2,4,4,6,5,6,2,4,4,1,2,1,2,6,5,2,0,0,5,2,0,6,4,3,1,2,2,6,4,4,0,0,4,4,3,0,"Tempor vulputate, est dolor ullamcorper ante porttitor tortor sit nulla.",4,3,6,6,1,3,1,6,2,2,0,3,5,4,3,4,2,6,3,4,6,2,6,2,0,3,1,4,0,2,4,3,1,5,3,1,6,4,1,5,5,3,6,2,2,2,0,0,4,1,1,4,2,2,6,6,Tellus morbi. Natoque urna blandit aliquam! Sit augue vehicula accusamus.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_7P2YUVDJ8wUvfmZ,,,,,48.41520691,-123.3655014,test,,5,4,4,1,5,6,4,4,3,3,5,1,3,3,0,0,5,6,4,3,3,2,2,2,0,5,4,3,4,6,3,0,4,3,0,1,6,0,5,3,3,1,5,5,6,2,3,0,0,4,3,0,3,3,2,0,Wisi fringilla ante fusce! Pellentesque! Proin elit ut interdum interdum. Nec iaculis. Per ut.,0,1,5,1,5,0,6,3,3,4,5,6,0,2,6,1,1,4,5,6,5,2,6,0,3,5,4,6,4,0,5,2,4,5,3,6,1,1,3,5,0,2,6,4,6,1,4,5,0,6,0,2,2,1,5,2,Pede elit iaculis? Velit gravida id urna dolor interdum. Primis. Erat.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_6MwvofJblfsZ3W5,,,,,48.41520691,-123.3655014,test,,3,1,1,3,1,6,0,1,5,1,3,4,2,6,3,1,2,0,2,3,5,6,6,2,1,2,1,1,2,1,1,6,6,2,5,4,3,4,6,5,6,1,4,0,3,5,0,1,4,6,2,5,4,5,0,6,At. Platea. Consequat dignissim porttitor eu quam culpa id vulputate.,4,4,6,5,2,6,5,5,0,4,4,5,0,4,6,5,3,0,1,5,6,0,3,4,5,1,2,1,4,3,2,5,6,2,3,4,0,6,4,3,1,2,0,3,3,0,3,6,2,4,1,1,3,4,1,4,Laoreet fringilla fermentum non primis? Dignissim purus placerat! Temporibus facilisis non.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_0OZKbH2Jm91HSqp,,,,,48.41520691,-123.3655014,test,,6,0,4,0,1,5,6,5,5,1,1,2,5,5,3,4,3,4,4,0,4,3,2,4,4,5,3,5,1,3,1,5,3,6,4,3,6,2,6,0,4,4,0,4,5,3,5,2,1,5,1,5,4,1,4,6,Pellentesque bibendum aliquam amet amet culpa ligula! Nibh tempora quis.,6,1,5,1,3,5,4,1,0,0,1,2,6,5,3,3,0,4,1,6,2,5,0,6,3,4,1,3,0,5,6,1,5,2,3,6,5,2,6,2,1,2,0,3,1,3,4,1,0,2,1,3,5,0,0,0,Elit praesent atque faucibus aliquam mauris atque turpis! Ante blandit.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_0kPKekQntqS5Dal,,,,,48.41520691,-123.3655014,test,,6,5,4,6,2,3,1,6,1,3,2,6,3,0,1,0,2,4,6,0,4,4,3,3,0,3,0,5,5,2,4,1,1,1,6,1,6,4,1,1,2,0,3,2,1,3,3,5,2,1,2,4,3,1,1,4,Aliquet nunc. Per accumsan auctor maecenas. Montes vivamus. Tempor ultrices et.,0,3,1,6,4,0,2,4,1,2,1,0,2,0,2,1,5,5,2,0,2,5,6,3,0,6,3,2,3,2,0,5,4,3,4,3,4,1,2,0,1,0,5,1,2,0,4,1,3,4,2,2,4,3,3,3,Ac ipsum vehicula urna lacus volutpat metus morbi neque sapien dolor.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_3F498dQsCKTuUnz,,,,,48.41520691,-123.3655014,test,,6,6,3,6,2,0,4,3,3,1,3,2,1,2,4,2,6,2,6,5,6,0,5,4,3,4,2,0,0,4,6,3,1,2,4,6,1,0,2,2,3,4,6,5,5,6,5,0,0,3,5,5,3,0,3,4,Mauris potenti justo integer pharetra pellentesque elementum sollicitudin iaculis posuere.,4,3,1,0,3,6,3,4,3,0,2,1,0,6,0,6,4,0,6,0,4,6,4,3,2,0,1,3,1,5,2,0,6,4,4,4,3,3,0,2,1,4,4,4,1,6,1,5,3,0,2,1,5,2,4,0,Et! Iaculis dapibus sollicitudin egestas nec. Quam purus aliquet nulla curabitur sollicitudin vehicula lectus. Purus.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_b9fXvvs4PLPEMSN,,,,,48.41520691,-123.3655014,test,,5,1,5,2,1,2,3,2,0,0,1,6,0,1,5,2,4,6,5,6,3,5,5,2,5,0,1,3,5,3,0,6,1,3,4,3,6,4,3,4,3,5,3,6,0,6,6,6,5,1,2,5,2,4,0,0,Vivamus viverra fringilla sit pede est. Ac ipsum primis. Morbi pretium.,5,6,5,3,6,4,6,2,4,0,4,0,4,6,1,4,4,1,5,3,2,2,3,3,4,2,2,6,5,3,5,4,2,5,5,3,0,6,4,3,5,0,5,0,4,0,3,4,5,4,3,5,5,1,5,5,"Porttitor erat convallis. Maecenas, elit eget fermentum, convallis egestas neque id sollicitudin curabitur potenti turpis."
2019-07-17 15:19,2019-07-17 15:19,2,,100,1,1,2019-07-17 15:19,R_0PMsnhhoH7D3Ggl,,,,,48.41520691,-123.3655014,test,,6,6,4,5,1,6,4,4,3,0,4,4,5,0,6,2,6,1,3,4,0,4,4,1,3,4,0,0,0,5,3,0,2,1,6,3,4,0,0,3,4,6,4,4,3,2,5,5,1,3,3,0,5,5,2,4,"Consectetuer! Laoreet risus ligula blandit dignissim montes? Eget. Sit, mattis.",5,0,4,1,5,1,1,2,3,4,4,0,2,2,0,6,6,5,5,2,2,0,5,0,5,1,0,3,0,6,3,5,4,1,3,4,4,4,3,3,3,5,2,3,1,1,0,6,6,6,5,2,1,1,5,2,Ridiculus orci platea mi lacus? Rutrum? Montes consequat vehicula euismod euismod euismod nonummy.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_0fhABgNQVhpACzP,,,,,48.41520691,-123.3655014,test,,6,0,5,5,6,1,0,0,5,1,5,5,2,0,1,3,6,2,6,3,3,3,1,3,0,4,3,4,1,5,2,6,4,6,1,2,3,2,6,4,2,3,0,0,1,6,6,2,1,2,2,3,2,1,3,2,Vestibulum massa fermentum vivamus nunc platea urna magnis lorem fermentum. Mi? Ultricies.,6,0,4,2,1,5,0,4,2,1,1,5,6,3,4,4,1,2,2,3,6,5,2,2,0,0,5,5,0,6,4,2,0,1,5,3,3,0,1,4,4,4,1,5,2,0,2,6,6,3,0,6,3,5,4,4,"Leo aliquam temporibus tellus dolor vehicula id, ultrices venenatis mauris culpa mattis eros urna."
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_bDFhvBT1vuihRsx,,,,,48.41520691,-123.3655014,test,,3,6,1,4,3,1,3,4,3,2,0,0,0,4,1,6,2,3,4,0,1,0,4,5,2,6,1,2,2,6,5,5,3,3,3,0,4,3,6,5,1,2,0,3,3,5,4,4,4,3,1,5,2,5,4,1,Et consectetuer! Leo atque vitae etiam mauris natoque! Vel ullamcorper ante.,2,4,2,0,3,1,4,0,2,0,3,3,3,6,5,4,0,0,3,0,6,5,2,6,5,4,2,6,3,2,1,2,2,2,3,6,6,4,3,2,5,5,4,3,4,3,6,2,0,0,1,1,1,6,2,3,"Integer. A ridiculus risus nullam ultricies, neque metus mattis, aliquam lacus! Rutrum dictumst interdum."
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_3IrEr0emch9kjUF,,,,,48.41520691,-123.3655014,test,,0,0,1,0,5,3,1,5,4,3,4,0,6,1,4,4,1,2,6,6,0,0,1,1,2,3,1,6,5,4,6,1,1,1,2,1,0,5,4,4,5,0,6,4,1,5,4,2,1,5,3,4,5,5,0,2,Curabitur. Pede nulla accusamus faucibus non ultricies bibendum sollicitudin cras vivamus at pharetra ullamcorper.,3,4,4,4,6,3,1,5,2,2,5,2,0,0,4,5,4,2,4,0,5,2,6,4,3,1,1,6,2,2,5,2,4,2,5,5,5,1,5,6,0,4,1,4,3,1,3,4,4,0,3,4,0,3,3,6,Ab phasellus temporibus! Temporibus praesent? Platea elit felis vivamus pede imperdiet urna fermentum! Dapibus.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_6QIZvFnF27TdpCl,,,,,48.41520691,-123.3655014,test,,4,2,3,3,2,6,0,1,1,2,5,0,4,1,5,5,0,3,3,4,2,5,2,6,6,2,0,2,5,3,2,6,0,6,2,4,4,0,5,5,3,0,4,2,4,2,2,1,1,4,0,5,5,1,2,0,Sed. Vitae massa natoque quis posuere atque fermentum phasellus. Cras. Euismod.,5,6,1,6,4,1,3,0,4,2,5,3,4,0,4,6,5,6,6,3,0,1,2,3,5,4,1,6,4,3,2,4,3,3,1,0,6,5,0,2,3,0,0,6,5,6,2,6,4,6,6,3,5,1,3,2,Id in lorem sollicitudin magna tempora iaculis scelerisque ac luctus. Rutrum sit lacus.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_4INIoDlTNShyT89,,,,,48.41520691,-123.3655014,test,,3,5,1,5,5,0,4,3,0,3,5,5,2,3,2,6,0,4,5,6,5,3,4,5,1,2,6,0,5,3,2,2,0,6,2,0,0,1,1,5,1,4,2,0,6,1,3,4,6,0,5,2,2,0,4,3,"In, leo! Felis porta praesent bibendum odio elementum vehicula nulla.",3,1,6,6,0,1,2,5,3,3,4,6,2,4,2,3,6,2,2,1,3,4,2,3,1,0,5,1,4,2,0,6,1,2,2,1,6,4,0,5,1,4,4,6,6,5,3,5,1,0,3,5,6,3,4,2,Quis turpis maecenas suscipit vel elit a proin? Porta blandit eu.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_37YCbDjEGZEyzFb,,,,,48.41520691,-123.3655014,test,,0,1,3,1,3,5,3,2,0,1,0,6,4,4,6,3,0,4,6,4,5,0,0,0,2,4,5,4,3,1,0,0,1,6,6,6,0,5,1,5,6,6,4,5,3,3,1,5,4,2,3,3,4,4,6,5,Ridiculus erat accumsan porta nec? Velit dictumst nec nullam? Luctus fringilla tellus venenatis.,1,5,5,0,1,5,0,1,2,1,5,2,3,2,3,1,5,0,4,0,4,1,4,0,3,0,5,1,2,3,4,5,0,0,2,1,0,4,1,0,1,4,3,3,0,4,3,3,4,4,0,2,3,0,2,4,Tempus ante. Enim orci accusamus rhoncus. Vehicula molestie est primis purus id quam.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_2fopsGwr9P23OQd,,,,,48.41520691,-123.3655014,test,,3,2,2,2,0,0,3,1,5,4,6,0,6,4,2,3,6,6,4,2,5,0,5,6,0,2,1,2,3,6,1,4,4,4,0,5,3,3,2,0,1,4,6,2,1,1,3,5,2,0,1,5,5,4,2,4,"Malesuada, non porttitor fermentum dignissim. Cursus tempor? Rhoncus! Sem pretium metus.",0,5,0,1,4,4,5,0,5,0,0,1,6,2,6,4,5,0,0,3,1,0,2,1,2,3,4,3,1,0,0,2,3,4,1,1,0,4,3,1,3,1,1,6,2,3,1,3,4,0,1,5,1,1,5,1,"Praesent quis leo ullamcorper. Scelerisque mattis nullam orci, eros amet."
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_dcksmUVkV1iKLWZ,,,,,48.41520691,-123.3655014,test,,3,4,5,6,6,3,2,0,2,1,2,0,3,0,1,0,2,0,6,5,1,5,1,1,6,3,6,5,6,6,0,6,0,2,2,4,4,3,4,2,4,1,4,2,3,1,5,2,1,2,1,6,5,6,2,3,"At porta rutrum mattis arcu elementum integer ultrices risus, sed, aenean nec risus etiam pellentesque.",0,0,6,1,6,2,2,4,4,1,6,0,2,6,6,2,3,1,2,3,1,3,4,2,5,3,6,5,1,2,5,1,5,1,3,4,0,5,6,2,2,1,3,3,0,6,0,3,6,3,1,3,5,0,6,6,Elementum! Elementum dapibus imperdiet nibh pellentesque ipsum primis porttitor fringilla lacus sit.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_037N8f7aQjIvRn7,,,,,48.41520691,-123.3655014,test,,0,4,2,6,0,3,5,5,2,5,0,2,4,5,6,0,1,4,3,6,6,1,5,0,3,4,2,2,2,3,0,6,3,4,6,6,0,6,3,4,2,4,4,6,5,6,0,0,4,0,5,2,6,4,1,6,Primis lorem donec enim primis vulputate. Molestie tincidunt porta quam.,3,1,5,2,2,3,6,0,5,2,3,2,4,0,5,4,4,5,4,2,6,4,1,4,5,1,0,4,3,4,0,6,2,0,4,5,6,6,0,3,1,3,5,4,6,1,4,4,0,2,4,0,6,1,3,6,"Elit, ab magnis laoreet, mattis ut atque rhoncus. Tellus maecenas magna."
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_01iSRpAFpN27STz,,,,,48.41520691,-123.3655014,test,,3,4,3,2,6,3,6,1,2,5,4,6,0,6,2,5,0,4,5,4,0,5,0,3,4,2,4,3,6,6,0,0,3,6,5,6,5,2,6,1,4,1,0,1,5,6,2,0,6,3,1,5,1,5,4,0,Amet volutpat iaculis! Nullam pede duis dolorem temporibus duis in massa vitae fringilla.,4,3,3,2,0,1,1,5,1,4,3,4,0,1,6,0,6,1,1,6,1,3,6,0,2,5,0,2,6,6,4,2,1,6,3,0,4,5,1,6,0,2,2,3,4,3,3,2,5,2,0,0,3,0,3,6,Tellus porta euismod! Nullam atque viverra eleifend nullam tellus? Cursus.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_8umiaCzVGDro7jf,,,,,48.41520691,-123.3655014,test,,0,1,2,5,3,0,4,4,6,3,6,4,2,1,2,0,3,0,2,6,3,4,1,2,2,3,1,2,3,6,6,4,0,3,0,2,4,4,2,1,3,4,2,2,3,1,4,2,5,5,0,4,3,6,2,6,"Amet consectetuer a. Per quam, velit interdum quis? Magna pharetra maecenas vitae viverra, iaculis nibh.",6,0,2,3,6,6,6,6,0,4,4,3,6,1,0,5,1,5,5,0,1,5,6,0,4,4,5,1,4,5,0,5,2,6,6,6,6,1,6,2,3,3,1,5,0,4,6,3,6,1,0,6,4,1,3,1,Suspendisse magna. Vitae accumsan! Lacus dictumst dapibus id sem odio vitae? Pharetra mi metus viverra.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_6StdMDGHHwiqTml,,,,,48.41520691,-123.3655014,test,,0,3,1,5,5,1,2,4,4,5,5,4,3,4,6,2,5,4,5,5,1,2,6,4,1,0,0,2,0,4,6,1,3,6,5,0,6,4,4,6,5,2,1,1,3,2,5,6,5,3,4,4,6,6,0,2,Iaculis sem dapibus faucibus morbi augue porta dapibus donec amet lectus.,3,6,2,4,2,2,2,5,0,6,5,6,1,1,6,6,0,0,1,4,1,6,5,1,5,6,1,2,2,2,0,0,4,1,2,0,1,3,3,2,0,1,6,1,5,3,0,6,0,0,4,1,3,0,4,0,Vivamus viverra eros auctor magnis aliquam malesuada. Accusamus aliquet dictumst arcu.
2019-07-17 15:19,2019-07-17 15:19,2,,100,0,1,2019-07-17 15:19,R_bvy7O18WtRx0boF,,,,,48.41520691,-123.3655014,test,,3,0,2,3,4,2,3,5,5,3,2,4,0,1,1,4,5,3,2,2,2,1,1,0,4,4,4,0,5,4,1,3,3,2,6,6,2,6,2,1,4,3,4,3,0,0,5,3,0,2,2,1,6,4,2,1,Natoque suscipit interdum. Primis accumsan. A imperdiet orci elementum euismod nunc ab mattis maecenas et.,1,2,6,1,3,1,2,3,1,0,5,5,3,4,0,2,1,1,5,4,6,5,2,6,6,5,4,5,6,5,1,3,4,5,0,4,0,6,4,3,4,4,6,4,0,0,2,2,3,0,3,6,6,2,6,1,Sodales vel massa venenatis ante! Vehicula malesuada purus praesent orci sollicitudin.
