StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,FCARS,FCARS_Y_1,FCARS_Y_2,FCARS_Y_3,FCARS_Y_4,FCARS_Y_5,FCARS_Y_6,FCARS_Y_7,FCARS_Y_8,FCARS_Y_9,FCARS_Y_10,FCARS_Y_11,FCARS_Y_12,FCARS_Y_13,FCARS_N_1,FCARS_N_2,FCARS_N_3,FCARS_N_4,FCARS_N_5,FCARS_N_6,FCARS_N_7,FCARS_N_8,FCARS_N_9,FCARS_N_10,FCARS_N_11,FCARS_N_12,FCARS_N_13
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_4ZRSwQC1pqE4iUt,,,,,48.44960022,-123.302597,test,,1,2,4,7,5,1,2,5,2,2,2,6,2,2,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3O7n14ifRgoPHHn,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,7,2,6,7,6,4,4,7,7,7,2,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_eE9FYS9Y9zzDkvH,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,4,4,6,7,4,2,7,4,1,2,1,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5BXQ4gAeMGzrbvf,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,6,6,3,1,4,4,4,6,7,7,5,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6kTpwzkQsQRjUEd,,,,,48.44960022,-123.302597,test,,1,5,4,1,1,2,5,7,2,2,6,5,2,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_0Hx6VW6aclUU5zD,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,5,3,5,1,4,5,4,5,5,7,3,4,2
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5hazU38Rpw2IUmx,,,,,48.44960022,-123.302597,test,,1,2,7,4,3,3,5,7,2,1,2,2,7,1,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_eercTghPfqntws5,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,5,4,2,2,5,5,2,4,1,1,6,2,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3Pmw4s37avVqxyR,,,,,48.44960022,-123.302597,test,,1,2,4,6,5,3,2,3,2,2,6,1,2,4,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_1KOwX912Ir9XB7T,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,2,4,2,2,6,1,7,1,5,2,7,7
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_4JICgUDhmV1eFzT,,,,,48.44960022,-123.302597,test,,1,6,6,5,6,4,4,2,3,5,3,3,6,1,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_895iZpd0O3Nhz2B,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,4,3,1,2,6,7,5,4,4,5,3,3
2019-07-11 15:36,2019-07-11 15:36,2,,100,1,1,2019-07-11 15:36,R_cUVvG7uM1G50Qbb,,,,,48.44960022,-123.302597,test,,1,6,3,4,7,6,5,2,3,2,1,6,5,7,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_1zDkz9vhNL22drD,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,6,2,5,2,3,6,6,4,2,6,7,5,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_883c5VtHxa9L2xT,,,,,48.44960022,-123.302597,test,,1,6,6,5,6,6,5,5,4,6,1,5,4,4,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5w2ygyPgfw7HjrD,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,6,7,5,5,3,6,4,7,1,3,3,4
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_8Dj4kAJWJutO7gp,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,6,5,7,1,4,5,7,2,1,1,1,3
2019-07-11 15:36,2019-07-11 15:36,2,,100,1,1,2019-07-11 15:36,R_cA5gBUrEW44y7LD,,,,,48.44960022,-123.302597,test,,1,4,6,2,2,2,2,1,6,3,4,3,5,4,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_9GH1zDs8msjog8R,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,3,3,3,7,5,2,3,6,7,6,1,4
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_ehYKRHIlzAxm7HL,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,2,5,3,7,5,5,7,3,6,1,1,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_cRMFQI73aikMQzb,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,1,2,5,3,5,5,5,5,3,3,4,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_0oaXTs9meuMmS7X,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,6,4,4,6,5,3,4,6,3,1,4,7,5
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_238yi8gzyW3mutn,,,,,48.44960022,-123.302597,test,,1,6,7,6,7,7,1,1,1,3,2,1,6,4,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5vzi7vDGpJqHgQl,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,2,4,6,5,6,5,6,2,7,4,3,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_agw4SbODEIY6G6F,,,,,48.44960022,-123.302597,test,,1,4,1,1,4,5,6,7,7,3,7,7,7,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_033FK9GmLAZEjYN,,,,,48.44960022,-123.302597,test,,1,3,3,1,4,3,3,2,2,5,2,6,2,5,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3IPFpdDAGZrXuDP,,,,,48.44960022,-123.302597,test,,1,4,4,3,5,5,6,4,2,4,6,2,2,5,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_eyAluYt8noRBhrv,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,3,6,6,6,5,4,5,1,6,6,7,5
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_4GbungXQla6Rofr,,,,,48.44960022,-123.302597,test,,1,6,7,4,7,4,2,6,1,4,5,4,6,3,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_cGSIGCfQYBhdkuV,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,4,4,6,4,5,4,2,5,6,1,2,6,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6ViX9BjuDIV9Oex,,,,,48.44960022,-123.302597,test,,1,2,5,3,4,6,1,2,5,6,7,1,2,5,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_38ZtwXI6fDFswYZ,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,1,5,7,5,1,1,5,2,5,7,5,7
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_8JrgKAaXVBVGy7X,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,1,1,1,1,4,4,2,3,6,7,4,5
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_822XUV322teNBNH,,,,,48.44960022,-123.302597,test,,1,2,2,6,2,7,2,5,6,6,7,5,5,2,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_9RXCQ7mfl7YYl37,,,,,48.44960022,-123.302597,test,,1,6,3,1,1,7,2,4,3,6,7,1,6,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_eheu8VaSVfWTNs1,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,7,4,5,5,4,4,7,3,3,4,2,3
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_80qjPdNtdQn7LDL,,,,,48.44960022,-123.302597,test,,1,4,4,3,7,2,6,3,4,1,4,3,6,4,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_8eNr5TkKXsoARi5,,,,,48.44960022,-123.302597,test,,1,2,5,4,4,4,7,2,2,7,6,4,5,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_1YqUQxpln9y7xu5,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,4,5,5,6,7,7,1,5,6,4,6,7,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_9sr1hv8dfITj19b,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,5,2,6,1,1,5,4,1,5,6,2,2
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5pgowSpKic8YMqF,,,,,48.44960022,-123.302597,test,,1,7,6,5,7,4,7,2,7,2,7,6,3,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3dTWw1WKDAcHjZr,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,5,1,5,7,1,6,7,5,6,6,3,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_b3NKJDf5MNO4SQ5,,,,,48.44960022,-123.302597,test,,1,1,5,7,7,3,7,5,7,7,4,5,2,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_06OpUwPqKZ70CEZ,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,5,6,6,6,5,2,2,5,1,2,5,4
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_eXbICbLxCk92C9f,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,4,2,1,1,1,1,1,2,2,1,2,5,4
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_249zuExSA0EJ8eV,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,5,2,1,6,2,4,2,5,2,4,4,2,7
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6XzmANNh41hvL2B,,,,,48.44960022,-123.302597,test,,1,2,2,3,1,3,7,6,4,6,2,4,3,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3TWOtfpb8qktjVz,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,2,1,2,6,1,4,3,2,6,7,3,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_b72PDpysjVitlzL,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,6,3,7,7,2,6,6,2,6,2,7,5
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_9vjRyrRBoyg0Gkl,,,,,48.44960022,-123.302597,test,,1,4,1,4,3,7,3,7,6,3,1,1,3,4,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3t68nKlzqccoEE5,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,1,3,4,7,6,1,1,7,5,5,2,4
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6rQ0VNMzR7WX7W5,,,,,48.44960022,-123.302597,test,,1,7,7,2,7,2,7,1,3,5,2,5,5,3,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_9Ev1QtDYV72W6NL,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,5,2,6,6,1,5,5,1,5,6,6,5,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_bqQtRCLthXQ5ukd,,,,,48.44960022,-123.302597,test,,1,2,3,5,2,7,3,1,4,1,5,2,5,7,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_ewYZ934iSpV2pHD,,,,,48.44960022,-123.302597,test,,1,3,7,7,3,4,3,7,3,7,5,6,4,5,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3BLnxDKqm8u3AwZ,,,,,48.44960022,-123.302597,test,,1,3,7,2,1,2,6,2,6,4,1,6,5,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_1AC7dksD300sRrn,,,,,48.44960022,-123.302597,test,,1,4,2,3,7,2,7,6,7,2,1,4,4,7,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6XRXoih1NqSjDwN,,,,,48.44960022,-123.302597,test,,1,6,4,2,7,3,7,1,7,7,4,7,3,3,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_7UGIfdMMLbmdD3D,,,,,48.44960022,-123.302597,test,,1,5,5,7,7,6,5,4,7,2,6,3,7,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_8hIPGRjFJdyULrf,,,,,48.44960022,-123.302597,test,,1,7,4,5,7,4,6,5,5,2,2,7,6,1,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_b8lfjN9Gek7MqXP,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,7,4,4,6,7,2,2,1,7,4,6,7
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_00yvMS5ltC5MeAl,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,4,5,5,2,5,7,6,6,4,5,7,1,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_0IkgurkEpx5NCq9,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,7,7,4,7,6,3,3,5,3,2,5,2
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_cA5SjbNDqFSGdrD,,,,,48.44960022,-123.302597,test,,1,1,7,6,6,2,6,1,2,3,7,5,7,1,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_aabSmLQyDilQnCl,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,5,2,4,5,1,4,6,3,2,6,7,3,4
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5aqlURbQTsFnU7H,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,2,3,1,5,5,7,7,7,7,1,6,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_1LeW8R8ssShM5wN,,,,,48.44960022,-123.302597,test,,1,5,5,3,7,6,4,1,3,1,7,3,6,1,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_doL8LSXAsjLObjf,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,5,5,6,3,1,3,3,1,7,5,3,7
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_0AllUQls28RMf5j,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,4,3,5,2,6,6,5,4,1,5,1,3,7
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_a4xPVwjL9A5Hgm9,,,,,48.44960022,-123.302597,test,,1,6,1,3,5,2,5,7,2,6,1,1,2,2,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5yYxS72cDOP5Cjr,,,,,48.44960022,-123.302597,test,,1,2,2,4,5,4,7,1,3,3,3,7,6,3,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_ehz4MmcJT8nuyLH,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,1,2,5,2,1,4,3,3,7,3,2,4
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_bOvPKiuBkoZDcmV,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,4,4,4,2,2,7,3,3,7,1,5,3
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6xPIGD2FJkhyXYx,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,4,4,6,7,1,5,7,3,3,1,2,5
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_38EwCbD7w04sPhb,,,,,48.44960022,-123.302597,test,,1,7,4,3,5,2,3,6,7,2,5,2,4,3,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_cMgh5YPMox9aa6p,,,,,48.44960022,-123.302597,test,,1,2,4,5,2,5,4,4,1,2,4,1,4,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_5hUsmMUhztQXWAJ,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,5,3,2,7,5,7,4,3,5,2,6,5,2
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_aXirliEZxqjAO69,,,,,48.44960022,-123.302597,test,,1,3,2,2,1,2,2,4,3,3,2,3,6,7,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_0Gu0awMSqp7nkmp,,,,,48.44960022,-123.302597,test,,1,1,5,2,3,2,1,5,4,5,1,2,3,1,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_e4eNas2gGJ2FXxP,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,1,5,7,5,3,7,3,4,1,6,4,3
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3rDtPpIlxdVjJRP,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,5,3,1,4,3,2,5,5,5,6,1,2
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6xxgQ0LUOzKlux7,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,6,5,6,5,6,5,5,7,5,6,3,5
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_3fO1MHI9aB6Lphb,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,6,5,2,6,1,7,6,2,4,7,5,5,6
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_9H24sCbOtR2oSoJ,,,,,48.44960022,-123.302597,test,,1,3,4,6,3,1,4,7,5,7,5,1,3,5,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_ageFtoIvwxtj297,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,2,5,7,1,5,1,3,3,3,5,1,3,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_cvbGJjm1LwMDiap,,,,,48.44960022,-123.302597,test,,1,3,5,5,7,1,7,5,6,6,5,4,6,3,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_7Oj3RMrFjqujLIF,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,1,1,6,1,1,5,7,5,1,7,2,5,3
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_by0AABrXqXUop8x,,,,,48.44960022,-123.302597,test,,1,7,1,1,6,7,1,7,4,7,1,2,5,2,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6nGMg2Qt2iiESyx,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,7,3,6,3,5,4,7,3,6,2,3,7,1
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_6qZ8QlV2YEyCrad,,,,,48.44960022,-123.302597,test,,1,4,5,2,7,5,5,2,4,3,4,7,6,1,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_efkOZGAmA1L7ok5,,,,,48.44960022,-123.302597,test,,1,3,7,2,5,5,7,7,5,4,5,5,6,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_8B2CI8VVuXxRluR,,,,,48.44960022,-123.302597,test,,1,2,2,4,3,3,4,2,7,5,1,5,5,6,,,,,,,,,,,,,
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_2cu6KnR6Ib3QptX,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,3,1,3,2,2,6,2,5,5,7,6,4,7
2019-07-11 15:36,2019-07-11 15:36,2,,100,0,1,2019-07-11 15:36,R_cHLFTPZ2dyfWJBb,,,,,48.44960022,-123.302597,test,,2,,,,,,,,,,,,,,5,5,4,7,3,3,3,5,4,2,6,1,5
