StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SCSR_1,SCSR_2,SCSR_3,SCSR_4,SCSR_5,SCSR_6,SCSR_7,SCSR_8,SCSR_9,SCSR_10,SCSR_11,SCSR_12,SCSR_13,SCSR_14,SCSR_15,SCSR_16,SCSR_17,SCSR_18,SCSR_19,SCSR_20,SCSR_21,SCSR_22,SCSR_23,SCSR_24,SCSR_25,SCSR_26,SCSR_27,SCSR_28,SCSR_29,SCSR_30,SCSR_31,SCSR_32,SCSR_33,SCSR_34,SCSR_35,SCSR_36,SCSR_37,SCSR_38,SCSR_39
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_03aYxzkkCxACGA5,,,,,48.44960022,-123.302597,test,,6,5,3,3,3,3,5,1,7,6,1,7,4,1,4,6,7,2,2,2,7,3,5,3,3,3,6,1,1,5,1,3,1,6,6,2,2,7,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_dbSEIvPsI8xcQyp,,,,,48.44960022,-123.302597,test,,2,3,2,5,1,7,2,1,4,5,5,4,7,7,7,5,1,7,6,2,3,5,6,6,4,1,5,4,6,6,6,5,3,5,2,6,3,2,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_57tx2yds20rBsP3,,,,,48.44960022,-123.302597,test,,6,6,7,5,2,6,2,6,2,2,4,7,7,1,6,1,2,5,6,7,6,6,4,6,5,4,3,6,3,4,7,1,6,1,1,4,4,2,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_7P2x7Uyns6C4mah,,,,,48.44960022,-123.302597,test,,3,5,1,3,1,5,2,5,1,2,1,7,4,4,2,3,7,6,4,1,5,1,1,6,4,4,5,6,5,5,2,1,5,6,3,2,1,6,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5cGLoyfRbcD1tC5,,,,,48.44960022,-123.302597,test,,4,6,3,3,4,7,2,6,7,6,7,6,3,7,4,6,6,6,5,5,3,4,1,2,7,7,5,4,7,5,1,2,3,3,5,3,1,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3dxqr0Ile1QDW4d,,,,,48.44960022,-123.302597,test,,5,6,1,6,5,5,3,7,5,2,7,2,4,7,7,4,7,4,3,1,7,3,7,1,1,1,5,4,1,5,5,2,6,6,4,3,3,6,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eVUimVBHL0O7cqN,,,,,48.44960022,-123.302597,test,,3,4,6,3,2,2,3,5,3,6,7,7,6,1,1,3,4,1,5,7,3,7,4,2,3,4,4,6,3,6,3,3,6,2,3,7,3,7,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_d6CUbbzFewnbr1j,,,,,48.44960022,-123.302597,test,,6,1,6,1,7,6,5,3,3,7,3,1,5,7,2,3,3,7,4,3,5,2,6,4,6,6,2,2,2,2,3,3,4,7,7,2,4,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8BaNjz8PSkumAPX,,,,,48.44960022,-123.302597,test,,2,4,6,3,2,1,5,7,3,7,7,4,7,4,2,7,2,1,7,2,1,6,3,4,6,7,7,1,3,4,1,4,3,5,6,7,5,6,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_aeHt8JsRWEjcrzv,,,,,48.44960022,-123.302597,test,,7,3,6,1,3,4,7,7,6,1,7,6,2,3,3,7,6,6,2,1,5,1,1,5,3,6,5,1,5,7,1,7,1,6,3,4,7,6,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_9RDt1aDtNqQOttH,,,,,48.44960022,-123.302597,test,,2,4,5,4,3,1,5,1,3,1,5,1,5,6,4,7,5,4,1,2,1,7,4,4,1,3,7,6,6,2,2,7,3,2,1,5,3,5,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_2bGR68dI2BrRxqt,,,,,48.44960022,-123.302597,test,,3,7,5,5,2,4,5,6,6,6,3,5,5,2,1,6,4,6,6,7,1,4,6,6,4,6,1,4,3,1,6,4,4,1,4,2,2,3,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_dbNOx5q5s71lJpb,,,,,48.44960022,-123.302597,test,,7,7,6,1,6,3,2,5,1,1,3,3,1,1,2,2,4,5,2,4,6,2,1,5,1,7,2,2,7,7,3,4,7,3,5,6,4,2,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8xkd0szqeDHNoYB,,,,,48.44960022,-123.302597,test,,5,6,1,1,3,3,3,2,2,7,6,4,1,2,7,4,5,2,7,5,3,1,6,3,2,6,2,4,2,2,2,2,1,5,1,1,3,6,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3WafKvu1eH0pjb7,,,,,48.44960022,-123.302597,test,,7,3,5,1,1,3,2,4,4,1,5,3,3,6,3,3,3,3,4,7,5,7,5,4,5,6,2,7,4,1,2,1,3,2,6,7,3,1,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_esxGQVEJAG6xKex,,,,,48.44960022,-123.302597,test,,7,2,1,7,3,1,1,2,1,7,3,2,3,6,4,7,3,3,6,3,3,7,3,3,7,6,3,5,4,7,2,4,1,7,3,4,1,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_26oWbfkQ9InQal7,,,,,48.44960022,-123.302597,test,,5,5,5,4,1,5,2,2,5,4,7,4,3,6,6,7,6,1,3,1,3,6,3,6,4,2,4,7,6,7,6,1,3,7,6,3,1,3,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_2hJiFAPhwhIyORD,,,,,48.44960022,-123.302597,test,,2,4,2,4,2,2,5,7,6,1,6,5,2,1,7,1,5,3,3,5,2,5,3,6,5,5,6,6,1,6,5,1,4,4,7,6,7,3,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6Pc5WRtmvj86Lqt,,,,,48.44960022,-123.302597,test,,6,5,5,1,3,6,6,5,3,7,4,6,5,1,2,5,2,2,5,7,7,5,3,4,2,1,4,4,3,3,4,5,6,7,5,2,5,6,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_80oGQ6AAHVyIHMF,,,,,48.44960022,-123.302597,test,,3,2,1,4,1,2,3,6,1,6,2,1,1,3,6,6,5,4,2,3,4,4,5,6,7,4,4,7,1,3,4,6,1,2,7,4,1,2,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_7NwBfTtAApXe9PT,,,,,48.44960022,-123.302597,test,,7,4,2,4,3,5,1,7,5,6,6,6,1,7,1,2,1,5,3,7,6,2,1,7,4,1,4,1,4,1,4,2,4,2,5,4,2,1,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3wm5rwAdFhrZ1yJ,,,,,48.44960022,-123.302597,test,,3,6,4,1,7,3,1,6,1,5,1,1,4,5,2,3,4,2,4,3,3,5,4,5,6,1,2,5,2,2,7,1,3,2,4,7,1,4,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1GrJgcVbgi6AZut,,,,,48.44960022,-123.302597,test,,4,1,4,7,2,5,7,3,5,4,5,6,3,6,7,1,6,1,6,2,1,1,3,3,4,7,4,5,4,1,2,6,2,1,4,5,7,4,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3IbmRNd1lUhSxWB,,,,,48.44960022,-123.302597,test,,2,4,5,4,7,2,4,1,7,7,4,5,1,5,3,5,4,6,7,2,1,5,6,1,1,4,4,3,4,1,7,5,1,1,2,5,3,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1LCgKOrMOJJ91Tn,,,,,48.44960022,-123.302597,test,,3,7,4,4,1,3,3,4,2,3,4,7,1,5,1,5,1,5,3,5,7,2,4,5,3,4,2,2,4,6,3,6,4,4,1,3,1,6,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cOX0Hstya9GtnP7,,,,,48.44960022,-123.302597,test,,3,3,1,2,5,3,1,6,2,4,6,3,7,3,1,2,4,1,7,4,2,4,6,1,7,6,6,6,2,6,4,5,6,2,2,1,6,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6l2KPUAXqngUn4x,,,,,48.44960022,-123.302597,test,,7,1,7,5,1,6,2,6,3,2,4,7,3,5,7,7,6,2,6,2,5,6,1,1,3,1,7,7,7,6,1,7,7,5,6,6,7,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cMY5ny9qFbEROhT,,,,,48.44960022,-123.302597,test,,3,3,1,4,3,5,1,6,5,2,5,5,3,2,4,6,1,2,5,5,5,2,7,1,1,7,1,6,2,4,2,2,2,3,4,3,3,6,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1AdsHdDp6sKYvbL,,,,,48.44960022,-123.302597,test,,1,6,4,6,4,6,2,6,7,4,7,6,4,3,3,5,3,7,5,2,1,6,2,3,1,6,2,2,1,2,7,1,6,3,2,7,5,4,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_agAEynbYo4jIbqd,,,,,48.44960022,-123.302597,test,,5,5,3,7,1,3,4,4,1,7,1,6,2,6,7,4,7,5,3,7,1,6,5,2,7,2,3,6,4,7,6,5,5,1,3,1,3,6,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3k5AKiguiHJfwMZ,,,,,48.44960022,-123.302597,test,,6,1,4,5,1,7,5,4,2,6,2,2,5,2,7,6,6,6,7,3,7,2,2,2,3,4,1,2,1,6,6,2,2,2,6,4,2,1,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eEilUTPiMl4azsN,,,,,48.44960022,-123.302597,test,,3,5,5,6,2,6,4,7,3,3,6,6,6,4,4,3,7,4,3,2,6,7,5,4,3,7,7,3,3,5,5,3,6,2,4,6,4,4,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_38iX9YpDKOKUfbf,,,,,48.44960022,-123.302597,test,,2,6,5,6,6,7,5,6,6,3,5,4,1,7,6,4,3,2,3,5,5,6,1,5,3,5,3,6,6,7,3,5,2,2,4,4,4,6,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_24u68vYCZdQTi9T,,,,,48.44960022,-123.302597,test,,1,3,3,4,2,4,1,2,2,7,3,3,1,6,1,5,5,6,1,3,2,2,7,2,7,7,7,4,6,4,7,1,3,5,3,6,6,3,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_a3kKQCvAqBcOxy5,,,,,48.44960022,-123.302597,test,,1,1,7,6,2,5,3,6,4,6,3,4,6,4,1,3,6,3,4,6,2,4,7,7,2,2,7,2,7,2,4,7,4,5,6,4,6,2,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5nZr6SkGLaMAN2R,,,,,48.44960022,-123.302597,test,,6,4,5,2,4,3,3,6,3,1,7,5,7,7,5,1,7,6,2,3,1,4,6,7,4,4,6,4,5,1,5,2,5,3,2,3,7,7,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eQI5uSrBbo6J9Hf,,,,,48.44960022,-123.302597,test,,4,6,5,4,7,1,4,5,5,5,7,7,5,4,1,3,6,7,3,3,4,4,5,2,1,3,2,6,7,4,6,1,1,2,1,5,6,3,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bkL4hqRVDyiCqmF,,,,,48.44960022,-123.302597,test,,2,4,1,2,3,7,7,3,5,4,6,2,3,2,1,6,6,7,5,5,1,3,6,7,7,3,5,1,4,1,4,4,2,4,6,4,5,3,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_brBi6guWeaLPz2R,,,,,48.44960022,-123.302597,test,,3,1,6,6,1,7,2,7,6,3,3,1,3,2,5,3,5,1,5,5,1,2,5,5,7,3,2,2,2,6,4,5,5,5,5,1,7,2,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_9T9SLENhumlpi3b,,,,,48.44960022,-123.302597,test,,2,2,2,2,3,1,5,7,7,4,1,1,2,3,1,6,5,1,3,2,5,2,7,5,7,1,6,2,5,6,3,6,3,4,2,2,7,7,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,1,1,2019-07-20 13:35,R_9uwdsyd7zb0cVuJ,,,,,48.44960022,-123.302597,test,,1,1,4,6,5,4,7,3,2,4,1,6,7,1,5,5,2,1,1,2,2,3,6,3,6,1,4,4,3,3,6,4,1,7,6,3,3,1,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eQJUZyqhxqLpaFn,,,,,48.44960022,-123.302597,test,,7,7,5,5,3,5,3,1,7,1,6,5,1,6,4,1,6,3,2,3,3,7,3,5,5,4,2,1,4,5,5,7,6,4,6,1,4,2,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cUaja80ytc5AGlD,,,,,48.44960022,-123.302597,test,,4,1,7,2,7,4,1,6,4,2,1,5,6,1,2,3,2,5,7,2,1,3,7,7,6,5,5,3,1,5,1,2,7,1,3,7,5,7,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_agFLpANdJCTdypT,,,,,48.44960022,-123.302597,test,,2,7,7,2,7,4,3,5,1,3,7,3,7,3,4,1,5,6,4,2,3,6,5,5,5,7,1,2,1,4,7,2,6,1,2,3,5,3,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8H3BWeXV4BNVuG9,,,,,48.44960022,-123.302597,test,,5,4,7,4,6,3,2,3,2,1,2,6,1,1,1,3,6,1,4,6,2,1,1,5,2,2,4,4,4,2,7,4,4,3,1,2,7,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bHGIFCPLmhNTvBH,,,,,48.44960022,-123.302597,test,,4,4,2,1,1,4,3,4,7,5,7,2,7,2,4,5,4,3,6,4,5,7,7,1,3,7,7,5,4,7,5,4,5,5,2,5,5,6,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_a8yZhP8nYKvfE45,,,,,48.44960022,-123.302597,test,,4,7,4,6,6,6,3,5,3,5,1,1,6,2,2,6,4,1,3,5,4,5,2,4,7,2,7,5,4,6,2,1,6,6,3,4,4,7,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_aeOLsyjYKjtDZhb,,,,,48.44960022,-123.302597,test,,6,7,3,7,3,6,3,4,7,4,3,3,7,5,4,3,1,5,6,2,7,6,7,3,1,4,1,4,4,7,2,5,6,7,7,1,1,2,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1UpslLAlGt9ZLFz,,,,,48.44960022,-123.302597,test,,7,2,5,1,7,4,6,2,1,2,5,7,5,5,7,3,5,6,3,7,3,1,4,4,5,1,7,2,1,4,7,6,4,1,3,7,7,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,1,1,2019-07-20 13:35,R_2nS8BcgIxWlY5X7,,,,,48.44960022,-123.302597,test,,4,1,6,2,2,7,3,4,7,3,6,6,5,5,4,7,7,7,1,7,5,4,2,5,7,2,6,1,1,3,7,5,6,1,7,4,5,3,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5yCnAmdrKkNjdzL,,,,,48.44960022,-123.302597,test,,4,6,4,5,6,2,1,6,5,1,5,6,6,2,1,1,2,4,6,4,3,5,3,6,1,4,6,5,7,6,1,4,1,7,2,7,4,3,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_06Uf853E5ufxtch,,,,,48.44960022,-123.302597,test,,4,1,2,5,5,6,3,6,3,6,6,6,1,3,7,5,7,6,1,4,2,2,3,4,3,6,7,3,3,5,1,3,5,5,4,7,3,6,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bqDtegZ6TuFob3v,,,,,48.44960022,-123.302597,test,,6,3,2,4,3,2,4,4,7,4,5,4,4,7,1,3,4,1,1,6,5,2,4,6,1,3,6,4,6,3,5,6,2,2,2,5,7,3,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_baw5Vp57o8GX7yR,,,,,48.44960022,-123.302597,test,,3,6,7,5,7,6,7,3,3,2,4,5,5,1,6,7,5,5,1,6,3,4,4,2,1,4,7,5,2,2,5,2,1,4,2,1,5,3,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6SiZ0COflkY5V0p,,,,,48.44960022,-123.302597,test,,6,2,6,6,3,2,5,4,3,3,5,1,3,6,1,2,7,4,4,7,2,6,1,7,4,5,3,7,2,1,7,1,4,2,3,3,1,2,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_7Qdrjmce9ALhT7v,,,,,48.44960022,-123.302597,test,,2,1,5,2,4,1,1,5,4,6,1,3,3,7,4,3,3,6,1,6,7,2,4,3,1,3,2,2,7,3,7,3,5,3,5,5,2,6,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0AOCTIBUFXCcUBv,,,,,48.44960022,-123.302597,test,,7,1,1,4,3,5,7,6,3,3,3,1,7,3,6,3,2,6,4,7,4,5,6,3,1,4,5,2,2,2,2,4,5,6,4,6,7,3,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eCKQN8jlQO4qboF,,,,,48.44960022,-123.302597,test,,1,5,6,6,1,2,6,4,2,5,3,4,2,3,4,4,6,3,6,2,3,7,3,3,2,1,3,7,4,4,4,3,4,6,7,5,3,7,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_dhfFM1bGQXhXsDr,,,,,48.44960022,-123.302597,test,,2,1,2,4,3,5,1,5,7,6,3,3,5,3,1,5,7,6,1,1,3,7,1,1,7,5,4,2,5,4,2,7,4,5,1,2,5,2,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0CFZjLZnza6Lnvf,,,,,48.44960022,-123.302597,test,,5,7,6,1,7,1,5,4,6,7,3,3,5,5,4,2,2,5,3,2,3,6,3,1,5,4,3,7,5,2,4,7,1,7,6,5,6,5,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_9QqxKT2quvlRiy9,,,,,48.44960022,-123.302597,test,,3,2,3,7,2,2,2,6,2,1,3,3,7,2,4,4,2,5,7,5,3,5,5,2,3,4,5,7,3,2,4,4,4,4,3,2,5,6,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3QoVcvIEjVHKZBb,,,,,48.44960022,-123.302597,test,,5,7,6,1,1,6,4,6,4,2,1,3,6,1,7,5,3,1,5,5,7,7,4,1,7,2,7,2,1,5,3,2,7,6,5,4,5,4,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6DST2jm3HpAPrHT,,,,,48.44960022,-123.302597,test,,7,5,1,2,2,5,2,1,5,7,6,1,5,1,2,5,3,5,7,6,1,7,2,6,7,3,5,3,6,5,1,2,2,3,7,5,6,5,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5d0ISweSEwQxnhz,,,,,48.44960022,-123.302597,test,,6,3,4,7,3,2,5,4,3,7,5,2,3,5,7,5,7,4,4,5,2,4,2,1,2,1,7,7,3,2,7,2,1,2,3,5,5,3,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_7VXjCe5f3s12ZcV,,,,,48.44960022,-123.302597,test,,5,1,3,4,2,1,2,6,1,7,6,4,7,6,2,3,5,7,1,4,1,6,7,4,5,2,3,4,1,5,7,2,7,2,6,5,2,3,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6Lui1ca5ZIKP0ON,,,,,48.44960022,-123.302597,test,,6,2,5,6,6,6,6,3,1,3,2,6,6,2,4,4,3,3,2,3,4,1,3,2,4,3,5,5,7,1,5,4,6,2,5,6,7,6,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_er0EVYi4NEc8F1P,,,,,48.44960022,-123.302597,test,,6,6,7,4,4,6,1,2,6,2,6,7,6,7,4,2,3,4,3,6,6,3,6,2,7,3,1,1,7,6,4,7,4,1,2,4,6,3,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cGxV0z7Ekz1QJNP,,,,,48.44960022,-123.302597,test,,1,2,2,5,2,2,4,2,4,1,7,1,7,2,2,7,1,4,1,7,6,7,7,4,7,4,1,4,7,7,5,7,5,1,5,1,1,6,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1M4yl7MzLHYRvGR,,,,,48.44960022,-123.302597,test,,1,6,5,1,5,3,5,7,2,5,7,7,6,2,4,6,7,1,3,2,7,2,7,1,6,7,3,1,7,4,2,7,2,4,2,6,4,7,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_esa7gjTeXSDqZpP,,,,,48.44960022,-123.302597,test,,7,4,5,4,2,6,2,5,2,5,6,3,1,6,7,5,4,6,4,4,1,1,7,3,1,1,4,4,1,7,7,3,7,4,5,6,5,7,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_escAsjw7ADd6jlP,,,,,48.44960022,-123.302597,test,,6,2,7,2,4,4,6,5,7,3,2,3,2,6,5,1,3,4,6,2,5,1,7,5,1,3,4,5,3,3,3,6,1,6,1,5,4,5,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0AmvgpEI18oQN3T,,,,,48.44960022,-123.302597,test,,5,7,7,3,4,5,1,3,7,3,4,3,3,1,6,1,7,2,3,2,3,5,2,3,1,7,2,5,3,7,2,5,6,6,2,4,7,4,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0curBigqrHDItJb,,,,,48.44960022,-123.302597,test,,7,4,5,3,2,7,3,3,6,1,1,1,4,5,1,4,1,7,4,5,6,4,3,5,3,7,5,3,4,1,2,3,2,4,6,3,5,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_2lE85GcxnlMfPg1,,,,,48.44960022,-123.302597,test,,7,3,4,2,3,7,7,4,1,7,3,7,2,3,5,6,2,5,1,4,6,4,7,7,3,6,2,5,2,6,4,2,2,7,5,2,3,6,5
